"data_source","correlation_id","name","os_domain","serial_number","model_id_id","manufacturer_id","virtual","platform_type","platform_label","os_product","os_version","os_patchlevel","os_edition","cpu_manufacturer_id","cpu_model","cpu_count","cores_per_cpu","cpu_threaded","cpu_speed","ram","disk_space","last_logged_in_user","last_discovered","task_id","data_token","is_deleted"
"SNOW","6cabe993c611222500bb025775ec8732","Car-1","NULL","478933-e78-8823","10338176561033818692","442549357","no","Desktop","Windows","","5.1","","","6720","Core i5 Mobile Processor i5-2430M 2.40 GHz (Sandy Bridge)","1","2","1","2400","-1","","","","17138","7932496990","false"
"SNOW","6cb10db5c611222500bf34f43d2ff189","Car-2","NULL","NULL","10338176601033818537","442549357","no","","","","","","","6720","Xeon Processor E5530 2.40 GHz (Nehalem-EP/Gainestown)","4","4","1","2400","4096","","","","17138","7932496990","false"
"SNOW","6ccab11cc611222500e1549797d1c1e5","Car-3","NULL","NULL","10338176601033818500","442549357","no","Desktop","Windows","","5.1","","","","","1","","","2400","-1","","","","17138","7932496990","false"
"SNOW","6da9204d3790200044e0bfc8bcbe5d65","Precision T3500 Workstation","NULL","AWX-957-E36365-AR","10338176921033819536","442549357","no","Desktop","Windows","Windows XP Professional","5.1","","Professional","","","1","","","0","0","","","","17138","7932496990","false"
"SNOW","6da9e40d3790200044e0bfc8bcbe5dde","ThinkStation D20","NULL","VKW-135-F64409-NV","1155573438672605","7053","no","Desktop","Windows","Windows XP Professional","5.1","","Professional","6720","Xeon Processor E5620 2.40 GHz (Gulftown/Westmere-EP)","1","4","1","0","0","","","","17138","7932496990","false"
"SNOW","6e002d9534a00300964f8dc23c99eaf1","VirtualMachine-US15","NULL","SAM-86F78","10338176601033818537","442549357","no","Server & Desktop","Solaris","","10","","","","","2","","","0","0","","","","17138","7932496990","false"
"SNOW","6ea9280d3790200044e0bfc8bcbe5d1d","MacBook Air 13""","NULL","EKR-772-I90418-VF","129070023440847","4611","no","","","","","","","6720","Core i5 Mobile Processor i5-2557M 1.70 GHz (Sandy Bridge)","1","2","1","0","0","","","","17138","7932496990","false"
"SNOW","6ea9604d3790200044e0bfc8bcbe5db9","Precision T5500 Workstation","NULL","OPX-242-M13613-FN","10338176921033819567","442549357","no","Desktop","Windows","Windows XP Professional","5.1","","Professional","","","1","","","0","0","","","","17138","7932496990","false"
"SNOW","6ea9604d3790200044e0bfc8bcbe5de1","Precision T5500 Workstation","NULL","SXL-794-J65709-AK","10338176921033819567","442549357","no","Desktop","Windows","Windows XP Professional","5.1","","Professional","","","1","","","0","0","","","","17138","7932496990","false"
"SNOW","6ea9e40d3790200044e0bfc8bcbe5d4f","Thinkpad T20","NULL","LTS-355-A11253-RC","146442649518227","7053","no","Desktop","Windows","Windows XP Professional","5.1","","Professional","6720","Pentium III Processor 700 MHz (Coppermine)","1","1","0","0","0","","","","17138","7932496990","false"
"SNOW","6ea9e80d3790200044e0bfc8bcbe5dcb","MacBook Pro 17""","NULL","LJL-711-D33540-CH","109171224982406","4611","no","","","","","","","6720","Core i7 Mobile Processor i7-2760QM 2.40 GHz (Sandy Bridge)","1","4","1","0","0","","","","17138","7932496990","false"
"SNOW","6fa9ac0d3790200044e0bfc8bcbe5dd2","MacBook Pro 15""","NULL","HJL-199-S18353-GL","109171224982478","4611","no","","","","","","","6720","Core i7 Mobile Processor i7-2675QM 2.20 GHz (Sandy Bridge)","1","4","1","0","0","","","","17138","7932496990","false"
"SNOW","70a9a80d3790200044e0bfc8bcbe5d40","MacBook Air 13""","NULL","SVD-945-E41177-OE","129070023440847","4611","no","","","","","","","6720","Core i5 Mobile Processor i5-2557M 1.70 GHz (Sandy Bridge)","1","2","1","0","0","","","","17138","7932496990","false"
"SNOW","70a9e40d3790200044e0bfc8bcbe5da7","Thinkpad T20","NULL","WIT-865-B47134-AT","146442649518227","7053","no","Desktop","Windows","Windows XP Professional","5.1","","Professional","6720","Pentium III Processor 700 MHz (Coppermine)","1","1","0","0","0","","","","17138","7932496990","false"
"SNOW","70a9ec0d3790200044e0bfc8bcbe5d80","MacBook Pro 15""","NULL","LTO-105-T32191-DV","109171224982479","4611","no","","","","","","","6720","Core i7 Mobile Processor i7-2760QM 2.40 GHz (Sandy Bridge)","1","4","1","0","0","","","","17138","7932496990","false"
"SNOW","70ccb31ddbe7720087b9fd441d961999","Server-WS17","NULL","SAM-139F131","10338176601033818537","442549357","no","Server","Windows","Windows Server 2008 Datacenter x64","6.1","","Datacenter x64","6720","Xeon E5-2673 v3 Processor 2.40 GHz (Haswell-EP)","8","12","1","2394","7167","","","","17138","7932496990","false"
"SNOW","7100e99534a00300964f8dc23c99eaf8","VirtualMachine-WS6","NULL","SAM-87F79","10338176601033818537","442549357","no","Desktop","Windows","Windows XP Professional","5.1","","Professional","","","1","","","0","0","","","","17138","7932496990","false"
"SNOW","71a9204d3790200044e0bfc8bcbe5dd4","Precision T5500 Workstation","NULL","FBX-229-S90183-DK","10338176921033819567","442549357","no","Desktop","Windows","Windows XP Professional","5.1","","Professional","","","1","","","0","0","","","","17138","7932496990","false"
"SNOW","71a92c0d3790200044e0bfc8bcbe5d62","MacBook Pro 17""","NULL","PAD-911-W45602-TH","109171224982406","4611","no","","","","","","","6720","Core i7 Mobile Processor i7-2760QM 2.40 GHz (Sandy Bridge)","1","4","1","0","0","","","","17138","7932496990","false"
"SNOW","71a9a80d3790200044e0bfc8bcbe5da7","MacBook Pro 17""","NULL","EGK-857-I35876-XM","109171224982406","4611","no","","","","","","","6720","Core i7 Mobile Processor i7-2760QM 2.40 GHz (Sandy Bridge)","1","4","1","0","0","","","","17138","7932496990","false"
"SNOW","71c031213784200044e0bfc8bcbe5de1","*CHUCK-IBM","NULL","L3BB911","868139623747033","7053","no","Desktop","Windows","Windows XP Professional","5.1","","Professional","6720","Xeon Processor W3550 3.06 GHz (Bloomfield)","1","4","1","0","0","","","","17138","7932496990","false"
"SNOW","72a9a04d3790200044e0bfc8bcbe5d11","PowerEdge T610","NULL","CMB-291-V97851-PX","10338176601033818510","442549357","no","Desktop","Windows","Windows XP Professional","5.1","","Professional","","","1","","","0","0","","","","17138","7932496990","false"
"SNOW","72a9ac0d3790200044e0bfc8bcbe5d8a","MacBook Pro 15""","NULL","WNQ-599-D50803-FS","109171224982478","4611","no","","","","","","","6720","Core i7 Mobile Processor i7-2675QM 2.20 GHz (Sandy Bridge)","1","4","1","0","0","","","","17138","7932496990","false"
"SNOW","72a9e40d3790200044e0bfc8bcbe5d68","Thinkpad T20","NULL","QMI-825-L55997-TV","146442649518227","7053","no","Desktop","Windows","Windows XP Professional","5.1","","Professional","6720","Pentium III Processor 700 MHz (Coppermine)","1","1","0","0","0","","","","17138","7932496990","false"
"SNOW","73a9e80d3790200044e0bfc8bcbe5de4","MacBook Pro 17""","NULL","IFN-341-N74028-OR","109171224982406","4611","no","","","","","","","6720","Core i7 Mobile Processor i7-2760QM 2.40 GHz (Sandy Bridge)","1","4","1","0","0","","","","17138","7932496990","false"
"SNOW","74a92c0d3790200044e0bfc8bcbe5d13","MacBook Pro 17""","NULL","QMA-816-A63783-ON","109171224982406","4611","no","","","","","","","6720","Core i7 Mobile Processor i7-2760QM 2.40 GHz (Sandy Bridge)","1","4","1","0","0","","","","17138","7932496990","false"
"SNOW","74a9ac0d3790200044e0bfc8bcbe5d1e","MacBook Pro 15""","NULL","ITM-724-R14134-VF","109171224982478","4611","no","","","","","","","6720","Core i7 Mobile Processor i7-2675QM 2.20 GHz (Sandy Bridge)","1","4","1","0","0","","","","17138","7932496990","false"
"SNOW","74a9ec0d3790200044e0bfc8bcbe5d70","MacBook Pro 15""","NULL","BPQ-921-T19570-XU","109171224982479","4611","no","","","","","","","6720","Core i7 Mobile Processor i7-2760QM 2.40 GHz (Sandy Bridge)","1","4","1","0","0","","","","17138","7932496990","false"
"SNOW","74f434dd34600300964f8dc23c99eaad","Server-US8","NULL","SAM-37F28","897074262902273639","7053","no","Server & Desktop","Solaris","","10","","","","","8","","","633","4500","","","","17138","7932496990","false"
"SNOW","75a9204d3790200044e0bfc8bcbe5dc4","Precision T5500 Workstation","NULL","DLO-743-G51043-VG","10338176921033819567","442549357","no","Desktop","Windows","Windows XP Professional","5.1","","Professional","","","1","","","0","0","","","","17138","7932496990","false"
"SNOW","75a9604d3790200044e0bfc8bcbe5d03","Precision T5500 Workstation","NULL","VDR-849-J66725-RG","10338176921033819567","442549357","no","Desktop","Windows","Windows XP Professional","5.1","","Professional","","","1","","","0","0","","","","17138","7932496990","false"
"SNOW","75a9ac0d3790200044e0bfc8bcbe5d3b","MacBook Pro 15""","NULL","GNB-809-K79883-HR","109171224982478","4611","no","","","","","","","6720","Core i7 Mobile Processor i7-2675QM 2.20 GHz (Sandy Bridge)","1","4","1","0","0","","","","17138","7932496990","false"
"SNOW","75ccf31ddbe7720087b9fd441d961903","Server-WS14","NULL","SAM-134F126","10338176601033818537","442549357","no","Server","Windows","Windows Server 2008 Datacenter x64","6.1","","Datacenter x64","6720","Xeon E5-2673 v3 Processor 2.40 GHz (Haswell-EP)","12","12","1","2394","3583","","","","17138","7932496990","false"
"SNOW","76a9280d3790200044e0bfc8bcbe5da4","MacBook Air 13""","NULL","DRX-222-P26921-UE","129070023440847","4611","no","","","","","","","6720","Core i5 Mobile Processor i5-2557M 1.70 GHz (Sandy Bridge)","1","2","1","0","0","","","","17138","7932496990","false"
"SNOW","76a9a04d3790200044e0bfc8bcbe5d01","Precision T5500 Workstation","NULL","FUE-719-P22977-TS","10338176921033819567","442549357","no","Desktop","Windows","Windows XP Professional","5.1","","Professional","","","1","","","0","0","","","","17138","7932496990","false"
"SNOW","76a9a80d3790200044e0bfc8bcbe5def","MacBook Pro 17""","NULL","TJU-294-E50433-CX","109171224982406","4611","no","","","","","","","6720","Core i7 Mobile Processor i7-2760QM 2.40 GHz (Sandy Bridge)","1","4","1","0","0","","","","17138","7932496990","false"
"SNOW","77a9280d3790200044e0bfc8bcbe5dcc","MacBook Air 13""","NULL","ASN-560-F27742-KQ","129070023440847","4611","no","","","","","","","6720","Core i5 Mobile Processor i5-2557M 1.70 GHz (Sandy Bridge)","1","2","1","0","0","","","","17138","7932496990","false"
"SNOW","77a9a80d3790200044e0bfc8bcbe5d08","MacBook Air 13""","NULL","SFR-307-H25591-PD","129070023440847","4611","no","","","","","","","6720","Core i5 Mobile Processor i5-2557M 1.70 GHz (Sandy Bridge)","1","2","1","0","0","","","","17138","7932496990","false"
"SNOW","77a9ac0d3790200044e0bfc8bcbe5df2","MacBook Pro 15""","NULL","KEH-430-P25387-RU","109171224982478","4611","no","","","","","","","6720","Core i7 Mobile Processor i7-2675QM 2.20 GHz (Sandy Bridge)","1","4","1","0","0","","","","17138","7932496990","false"
"SNOW","77a9e80d3790200044e0bfc8bcbe5d2e","MacBook Pro 17""","NULL","LEK-575-A89372-XW","109171224982406","4611","no","","","","","","","6720","Core i7 Mobile Processor i7-2760QM 2.40 GHz (Sandy Bridge)","1","4","1","0","0","","","","17138","7932496990","false"
"SNOW","780b8ce8735423002728660c4cf6a7e7","*MACBOOK-AIR-13","NULL","OCI-898-H51219-RD","129070023440847","4611","no","Desktop","Windows","","4.1","","","","","1","","","798","2024","","","","17138","7932496990","false"
"SNOW","78a9ec0d3790200044e0bfc8bcbe5d60","MacBook Pro 15""","NULL","OKV-465-S67295-QU","109171224982479","4611","no","","","","","","","6720","Core i7 Mobile Processor i7-2760QM 2.40 GHz (Sandy Bridge)","1","4","1","0","0","","","","17138","7932496990","false"
"SNOW","78f434dd34600300964f8dc23c99eacb","Server-US15","NULL","SAM-44F35","897074262902273639","7053","no","Server & Desktop","Solaris","","10","","","","","8","","","633","4500","","","","17138","7932496990","false"
"SNOW","78f434dd34600300964f8dc23c99ead4","Server-US17","NULL","SAM-46F37","902246468902254882","7053","no","Server & Desktop","AIX","","5.0","","","6517","POWER5 1.65 GHz","12","2","1","1650","8192","","","","17138","7932496990","false"
"SNOW","7900e99534a00300964f8dc23c99eab6","VirtualMachine-WS3","NULL","SAM-88F80","10338176601033818537","442549357","no","Desktop","Windows","Windows XP Professional","5.1","","Professional","","","2","","","0","0","","","","17138","7932496990","false"
"SNOW","79a9204d3790200044e0bfc8bcbe5db4","Precision T5500 Workstation","NULL","CAI-115-V61058-PN","10338176921033819567","442549357","no","Desktop","Windows","Windows XP Professional","5.1","","Professional","","","1","","","0","0","","","","17138","7932496990","false"
"SNOW","79a9204d3790200044e0bfc8bcbe5df3","Precision T5500 Workstation","NULL","GNK-356-F73489-VO","10338176921033819567","442549357","no","Desktop","Windows","Windows XP Professional","5.1","","Professional","","","1","","","0","0","","","","17138","7932496990","false"
"SNOW","79a9e40d3790200044e0bfc8bcbe5dee","MacBook Air 13""","NULL","WCN-245-K95227-LK","129070023440847","4611","no","","","","","","","6720","Core i5 Mobile Processor i5-2557M 1.70 GHz (Sandy Bridge)","1","2","1","0","0","","","","17138","7932496990","false"
"SNOW","7aa9604d3790200044e0bfc8bcbe5df1","Precision T5500 Workstation","NULL","HJT-570-A27077-GU","10338176921033819567","442549357","no","Desktop","Windows","Windows XP Professional","5.1","","Professional","","","1","","","0","0","","","","17138","7932496990","false"
"SNOW","7ba96c0d3790200044e0bfc8bcbe5d90","MacBook Pro 15""","NULL","VFE-376-U64037-AP","109171224982478","4611","no","","","","","","","6720","Core i7 Mobile Processor i7-2675QM 2.20 GHz (Sandy Bridge)","1","4","1","0","0","","","","17138","7932496990","false"
"SNOW","7ba9ac0d3790200044e0bfc8bcbe5de2","MacBook Pro 15""","NULL","OGL-401-K75865-KD","109171224982478","4611","no","","","","","","","6720","Core i7 Mobile Processor i7-2675QM 2.20 GHz (Sandy Bridge)","1","4","1","0","0","","","","17138","7932496990","false"
"SNOW","7ca9280d3790200044e0bfc8bcbe5deb","MacBook Air 13""","NULL","QUW-659-L38392-WC","129070023440847","4611","no","","","","","","","6720","Core i5 Mobile Processor i5-2557M 1.70 GHz (Sandy Bridge)","1","2","1","0","0","","","","17138","7932496990","false"
"SNOW","7da9204d3790200044e0bfc8bcbe5da4","PowerEdge T410","NULL","SPT-717-D51526-VN","10338176601033818604","442549357","no","Desktop","Windows","Windows XP Professional","5.1","","Professional","","","1","","","0","0","","","","17138","7932496990","false"
"SNOW","7da9204d3790200044e0bfc8bcbe5de3","Precision T5500 Workstation","NULL","NEN-393-C23208-JR","10338176921033819567","442549357","no","Desktop","Windows","Windows XP Professional","5.1","","Professional","","","1","","","0","0","","","","17138","7932496990","false"
"SNOW","7da92c0d3790200044e0bfc8bcbe5d71","MacBook Pro 17""","NULL","SBC-363-P72805-XS","109171224982406","4611","no","","","","","","","6720","Core i7 Mobile Processor i7-2760QM 2.40 GHz (Sandy Bridge)","1","4","1","0","0","","","","17138","7932496990","false"
"SNOW","7da92c0d3790200044e0bfc8bcbe5d8a","MacBook Pro 17""","NULL","WHM-169-T51623-TU","109171224982406","4611","no","","","","","","","6720","Core i7 Mobile Processor i7-2760QM 2.40 GHz (Sandy Bridge)","1","4","1","0","0","","","","17138","7932496990","false"
"SNOW","7da9e80d3790200044e0bfc8bcbe5d8c","MacBook Pro 17""","NULL","APT-932-E53341-UB","109171224982406","4611","no","","","","","","","6720","Core i7 Mobile Processor i7-2760QM 2.40 GHz (Sandy Bridge)","1","4","1","0","0","","","","17138","7932496990","false"
"SNOW","7ea9680d3790200044e0bfc8bcbe5d48","MacBook Air 13""","NULL","GOB-236-A26290-OS","129070023440847","4611","no","","","","","","","6720","Core i5 Mobile Processor i5-2557M 1.70 GHz (Sandy Bridge)","1","2","1","0","0","","","","17138","7932496990","false"
"SNOW","7ea9a04d3790200044e0bfc8bcbe5d20","PowerEdge T610","NULL","RSB-980-E66113-CM","10338176601033818510","442549357","no","Desktop","Windows","Windows XP Professional","5.1","","Professional","","","1","","","0","0","","","","17138","7932496990","false"
"SNOW","7fa48a320b203200dc03650d37673a6a","Server-LS2","NULL","SAM-12F3","","1074318","no","","","","","","","","","4","","","2800","2048","","","","17138","7932496990","false"
"SNOW","7fa9280d3790200044e0bfc8bcbe5d45","MacBook Air 13""","NULL","EOT-109-U14555-QU","129070023440847","4611","no","","","","","","","6720","Core i5 Mobile Processor i5-2557M 1.70 GHz (Sandy Bridge)","1","2","1","0","0","","","","17138","7932496990","false"
"SNOW","7fa9680d3790200044e0bfc8bcbe5d70","MacBook Air 13""","NULL","EEV-845-B26548-JU","129070023440847","4611","no","","","","","","","6720","Core i5 Mobile Processor i5-2557M 1.70 GHz (Sandy Bridge)","1","2","1","0","0","","","","17138","7932496990","false"
"SNOW","7fa96c0d3790200044e0bfc8bcbe5d80","MacBook Pro 15""","NULL","AEG-330-E12514-IC","109171224982478","4611","no","","","","","","","6720","Core i7 Mobile Processor i7-2675QM 2.20 GHz (Sandy Bridge)","1","4","1","0","0","","","","17138","7932496990","false"
"SNOW","7fa9e40d3790200044e0bfc8bcbe5d77","Thinkpad T20","NULL","IWI-524-V11858-WE","146442649518227","7053","no","Desktop","Windows","Windows XP Professional","5.1","","Professional","6720","Pentium III Processor 700 MHz (Coppermine)","1","1","0","0","0","","","","17138","7932496990","false"
"SNOW","80a9280d3790200044e0bfc8bcbe5dd8","MacBook Air 13""","NULL","TSL-506-F91682-DC","129070023440847","4611","no","","","","","","","6720","Core i5 Mobile Processor i5-2557M 1.70 GHz (Sandy Bridge)","1","2","1","0","0","","","","17138","7932496990","false"
"SNOW","80a9680d3790200044e0bfc8bcbe5d85","MacBook Air 13""","NULL","JTE-268-G10890-PD","129070023440847","4611","no","","","","","","","6720","Core i5 Mobile Processor i5-2557M 1.70 GHz (Sandy Bridge)","1","2","1","0","0","","","","17138","7932496990","false"
"SNOW","80a96c0d3790200044e0bfc8bcbe5dac","MacBook Pro 15""","NULL","FAU-340-D93874-UN","109171224982478","4611","no","","","","","","","6720","Core i7 Mobile Processor i7-2675QM 2.20 GHz (Sandy Bridge)","1","4","1","0","0","","","","17138","7932496990","false"
"SNOW","80a9a80d3790200044e0bfc8bcbe5d14","MacBook Air 13""","NULL","CDR-389-I39406-IL","129070023440847","4611","no","","","","","","","6720","Core i5 Mobile Processor i5-2557M 1.70 GHz (Sandy Bridge)","1","2","1","0","0","","","","17138","7932496990","false"
"SNOW","80a9ac0d3790200044e0bfc8bcbe5dfe","MacBook Pro 15""","NULL","KRW-722-X44153-NR","109171224982478","4611","no","","","","","","","6720","Core i7 Mobile Processor i7-2675QM 2.20 GHz (Sandy Bridge)","1","4","1","0","0","","","","17138","7932496990","false"
"SNOW","80a9e80d3790200044e0bfc8bcbe5d3a","MacBook Pro 17""","NULL","KSM-257-B54725-DA","109171224982406","4611","no","","","","","","","6720","Core i7 Mobile Processor i7-2760QM 2.40 GHz (Sandy Bridge)","1","4","1","0","0","","","","17138","7932496990","false"
"SNOW","81a9ac0d3790200044e0bfc8bcbe5d2a","MacBook Pro 15""","NULL","STA-364-U74814-ML","109171224982478","4611","no","","","","","","","6720","Core i7 Mobile Processor i7-2675QM 2.20 GHz (Sandy Bridge)","1","4","1","0","0","","","","17138","7932496990","false"
"SNOW","81a9ec0d3790200044e0bfc8bcbe5dbb","ThinkStation S20","NULL","HTX-425-X47955-BI","868139626833004","7053","no","Desktop","Windows","Windows XP Professional","5.1","","Professional","6720","Xeon Processor E5506 2.13 GHz (Nehalem-EP/Gainestown)","1","4","0","0","0","","","","17138","7932496990","false"
"SNOW","81ccb31ddbe7720087b9fd441d9619a0","Server-WS12","NULL","SAM-140F132","10338176601033818537","442549357","no","Server","Windows","Windows Server 2008 Datacenter x64","6.1","","Datacenter x64","6720","Xeon E5-2673 v3 Processor 2.40 GHz (Haswell-EP)","10","12","1","2394","7167","","","","17138","7932496990","false"
"SNOW","81f45136c0a8018b41d3e71bf532fec5","Apple - MacBook Pro 15"" for Technical Staff","NULL","W89407AC7XA","109171224982479","4611","no","","","","","","","6720","Core i7 Mobile Processor i7-2760QM 2.40 GHz (Sandy Bridge)","1","4","1","0","0","","","","17138","7932496990","false"
"SNOW","81f5c6bec0a8018b7bca7d8ff144ca4b","Apple - MacBook Pro 15"" for Technical Staff","NULL","W89407AC7XB","109171224982479","4611","no","","","","","","","6720","Core i7 Mobile Processor i7-2760QM 2.40 GHz (Sandy Bridge)","1","4","1","0","0","","","","17138","7932496990","false"
"SNOW","81f5cd4ac0a8018b2feb8243d0ed56a0","Apple - MacBook Pro 15"" for Technical Staff","NULL","W89407AC7XC","109171224982479","4611","no","","","","","","","6720","Core i7 Mobile Processor i7-2760QM 2.40 GHz (Sandy Bridge)","1","4","1","0","0","","","","17138","7932496990","false"
"SNOW","81f5da85c0a8018b1a4e7415b35cac34","Apple - MacBook Pro 15"" for Technical Staff","NULL","W89407AC7XD","109171224982479","4611","no","","","","","","","6720","Core i7 Mobile Processor i7-2760QM 2.40 GHz (Sandy Bridge)","1","4","1","0","0","","","","17138","7932496990","false"
"SNOW","81f5e019c0a8018b4886cc54411be8fe","Apple - MacBook Pro 15"" for Technical Staff","NULL","W89407AC7XF","109171224982479","4611","no","","","","","","","6720","Core i7 Mobile Processor i7-2760QM 2.40 GHz (Sandy Bridge)","1","4","1","0","0","","","","17138","7932496990","false"
"SNOW","81f5e598c0a8018b0aa107bf2102758d","Apple - MacBook Pro 15"" for Technical Staff","NULL","W89407AC7XG","109171224982479","4611","no","","","","","","","6720","Core i7 Mobile Processor i7-2760QM 2.40 GHz (Sandy Bridge)","1","4","1","0","0","","","","17138","7932496990","false"
"SNOW","81f5eb66c0a8018b7d05b38afd0d161e","Apple - MacBook Pro 15"" for Technical Staff","NULL","W89407AC7XH","109171224982479","4611","no","","","","","","","6720","Core i7 Mobile Processor i7-2760QM 2.40 GHz (Sandy Bridge)","1","4","1","0","0","","","","17138","7932496990","false"
"SNOW","81f5f16ac0a8018b49ac208835a32487","Apple - MacBook Pro 15"" for Technical Staff","NULL","W89407AC7XI","109171224982479","4611","no","","","","","","","6720","Core i7 Mobile Processor i7-2760QM 2.40 GHz (Sandy Bridge)","1","4","1","0","0","","","","17138","7932496990","false"
"SNOW","81f5f871c0a8018b1af6578f1cf01755","Apple - MacBook Pro 15"" for Technical Staff","NULL","W89407AC7XJ","109171224982479","4611","no","","","","","","","6720","Core i7 Mobile Processor i7-2760QM 2.40 GHz (Sandy Bridge)","1","4","1","0","0","","","","17138","7932496990","false"
"SNOW","81f8a3e1c0a8018b046035511be08856","Apple - MacBook Pro 15"" for Technical Staff","NULL","W89407AC7XK","109171224982479","4611","no","","","","","","","6720","Core i7 Mobile Processor i7-2760QM 2.40 GHz (Sandy Bridge)","1","4","1","0","0","","","","17138","7932496990","false"
"SNOW","81fe4cd5c0a8018b09a8f4882ec84fbb","Apple - MacBook Pro 15"" for Technical Staff","NULL","W89407AC7XO","109171224982479","4611","no","","","","","","","6720","Core i7 Mobile Processor i7-2760QM 2.40 GHz (Sandy Bridge)","1","4","1","0","0","","","","17138","7932496990","false"
"SNOW","81fec8dec0a8018b716077d64318067e","Apple - MacBook Pro 15"" for Technical Staff","NULL","W89410AC7XJ","109171224982479","4611","no","","","","","","","6720","Core i7 Mobile Processor i7-2760QM 2.40 GHz (Sandy Bridge)","1","4","1","0","0","","","","17138","7932496990","false"
"SNOW","81fee581c0a8018b26651a4aed8a2862","Apple - MacBook Pro 15"" for Technical Staff","NULL","W89411AC7XJ","109171224982479","4611","no","","","","","","","6720","Core i7 Mobile Processor i7-2760QM 2.40 GHz (Sandy Bridge)","1","4","1","0","0","","","","17138","7932496990","false"
"SNOW","82002d9534a00300964f8dc23c99ea3d","VirtualMachine-WS23","NULL","SAM-89F81","10338176601033818537","442549357","no","Server","Windows","Windows Server 2008 Datacenter x64","6.1","","Datacenter x64","","","1","","","0","0","","","","17138","7932496990","false"
"SNOW","82061af2c0a8018b381a7bc2a212784e","Asus G Series","NULL","AEX5635Z00121AC","1033316619884804","16485","no","Desktop","Windows","Windows XP Professional","5.1","","Professional","","","1","","","0","0","","","","17138","7932496990","false"
"SNOW","82071bf7c0a8018b20060937f9996521","Asus G Series","NULL","AEX5635Z01201AC","1033316619884804","16485","no","Desktop","Windows","Windows XP Professional","5.1","","Professional","","","1","","","0","0","","","","17138","7932496990","false"
"SNOW","82072261c0a8018b0db0115703216556","Asus G Series","NULL","AEX5635Z1201AC","1033316619884804","16485","no","Desktop","Windows","Windows XP Professional","5.1","","Professional","","","1","","","0","0","","","","17138","7932496990","false"
"SNOW","82072802c0a8018b760b2939640efdd4","Asus G Series","NULL","AEX5635Z3401AC","1033316619884804","16485","no","Desktop","Windows","Windows XP Professional","5.1","","Professional","","","1","","","0","0","","","","17138","7932496990","false"
"SNOW","82072f4ec0a8018b6e9538ad96ec6a85","Asus G Series","NULL","AEX5635Z56001AC","1033316619884804","16485","no","Desktop","Windows","Windows XP Professional","5.1","","Professional","","","1","","","0","0","","","","17138","7932496990","false"
"SNOW","82073629c0a8018b03ea0c5d9071f599","Asus G Series","NULL","AEX5635Z0002AC","1033316619884804","16485","no","Desktop","Windows","Windows XP Professional","5.1","","Professional","","","1","","","0","0","","","","17138","7932496990","false"
"SNOW","8207407bc0a8018b334e93e1cfbfec03","Asus G Series","NULL","AEX5635Z0001AC","1033316619884804","16485","no","Desktop","Windows","Windows XP Professional","5.1","","Professional","","","1","","","0","0","","","","17138","7932496990","false"
"SNOW","82074695c0a8018b031bf7fa7faaacc6","Asus G Series","NULL","AEX5635Z0001AA","1033316619884804","16485","no","Desktop","Windows","Windows XP Professional","5.1","","Professional","","","1","","","0","0","","","","17138","7932496990","false"
"SNOW","82074c59c0a8018b0aa2fd7c72b260a9","Asus G Series","NULL","AEX5635Z00011AC","1033316619884804","16485","no","Desktop","Windows","Windows XP Professional","5.1","","Professional","","","1","","","0","0","","","","17138","7932496990","false"
"SNOW","820752cfc0a8018b16824ac233171d2d","Asus G Series","NULL","AEX5635Z0005AC","1033316619884804","16485","no","Desktop","Windows","Windows XP Professional","5.1","","Professional","","","1","","","0","0","","","","17138","7932496990","false"
"SNOW","82075988c0a8018b45e9085337d00ff1","Asus G Series","NULL","AEX5635Z0006AC","1033316619884804","16485","no","Desktop","Windows","Windows XP Professional","5.1","","Professional","","","1","","","0","0","","","","17138","7932496990","false"
"SNOW","82076e18c0a8018b18a456f0a40207b6","Asus G Series","NULL","AEX5635Z0007AC","1033316619884804","16485","no","Desktop","Windows","Windows XP Professional","5.1","","Professional","","","1","","","0","0","","","","17138","7932496990","false"
"SNOW","8207741ec0a8018b44eaa59977b6b89c","Asus G Series","NULL","AEX5635Z00018AC","1033316619884804","16485","no","Desktop","Windows","Windows XP Professional","5.1","","Professional","","","1","","","0","0","","","","17138","7932496990","false"
"SNOW","82077ab6c0a8018b0d07172d87c668d3","Asus G Series","NULL","AEX5635Z0009AC","1033316619884804","16485","no","Desktop","Windows","Windows XP Professional","5.1","","Professional","","","1","","","0","0","","","","17138","7932496990","false"
"SNOW","8207806cc0a8018b0e9f87f7463fb288","Asus G Series","NULL","AEX5635Z0010AC","1033316619884804","16485","no","Desktop","Windows","Windows XP Professional","5.1","","Professional","","","1","","","0","0","","","","17138","7932496990","false"
"SNOW","82078ceec0a8018b3f68490dd24e852f","Asus G Series","NULL","AEX5635Z0011AC","1033316619884804","16485","no","Desktop","Windows","Windows XP Professional","5.1","","Professional","","","1","","","0","0","","","","17138","7932496990","false"
"SNOW","82079406c0a8018b0f97636ddc3b15e0","Asus G Series","NULL","AEX5635Z00012AC","1033316619884804","16485","no","Desktop","Windows","Windows XP Professional","5.1","","Professional","","","1","","","0","0","","","","17138","7932496990","false"
"SNOW","820799e0c0a8018b1bde798081177937","Asus G Series","NULL","AEX5635Z0013AC","1033316619884804","16485","no","Desktop","Windows","Windows XP Professional","5.1","","Professional","","","1","","","0","0","","","","17138","7932496990","false"
