"data_source","computer_id","name","file_system","short_description","free_space","disk_space","volume_name","volume_serial_number","data_token","is_deleted"
"SCCM","SCCM_SERIALSC20214BDNACORP\BDNASC20214","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20215BDNACORP\BDNASC20215","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20215BDNACORP\BDNASC20215","C:","NTFS","Local Fixed Disk","","","","5880876D","7932496990","false"
"SCCM","SCCM_SERIALSC20215BDNACORP\BDNASC20215","D:","NTFS","Local Fixed Disk","","","Data","3A76A1DB","7932496990","false"
"SCCM","SCCM_SERIALSC20215BDNACORP\BDNASC20215","X:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20216BDNACORP\BDNASC20216","C:","NTFS","Local Fixed Disk","","","System","AE08ADF2","7932496990","false"
"SCCM","SCCM_SERIALSC20216BDNACORP\BDNASC20216","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20217BDNACORP\BDNASC20217","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20217BDNACORP\BDNASC20217","C:","NTFS","Local Fixed Disk","","","","5880876D","7932496990","false"
"SCCM","SCCM_SERIALSC20217BDNACORP\BDNASC20217","D:","NTFS","Local Fixed Disk","","","Data","4C487998","7932496990","false"
"SCCM","SCCM_SERIALSC20217BDNACORP\BDNASC20217","X:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20218BDNACORP\BDNASC20218","C:","NTFS","Local Fixed Disk","","","","48A85720","7932496990","false"
"SCCM","SCCM_SERIALSC20218BDNACORP\BDNASC20218","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20218BDNACORP\BDNASC20218","E:","NTFS","Local Fixed Disk","","","BDNA01","68584D4A","7932496990","false"
"SCCM","SCCM_SERIALSC20218BDNACORP\BDNASC20218","F:","NTFS","Local Fixed Disk","","","BDNA02","0064E8ED","7932496990","false"
"SCCM","SCCM_SERIALSC20218BDNACORP\BDNASC20218","G:","NTFS","Local Fixed Disk","","","BDNA03","F06CF2A9","7932496990","false"
"SCCM","SCCM_SERIALSC20218BDNACORP\BDNASC20218","H:","NTFS","Local Fixed Disk","","","BDNA04","A076A11B","7932496990","false"
"SCCM","SCCM_SERIALSC20218BDNACORP\BDNASC20218","I:","NTFS","Local Fixed Disk","","","BDNA05","807ED096","7932496990","false"
"SCCM","SCCM_SERIALSC20218BDNACORP\BDNASC20218","J:","NTFS","Local Fixed Disk","","","BDNA06","D0855B2D","7932496990","false"
"SCCM","SCCM_SERIALSC20218BDNACORP\BDNASC20218","K:","NTFS","Local Fixed Disk","","","","7E53108B","7932496990","false"
"SCCM","SCCM_SERIALSC20218BDNACORP\BDNASC20218","M:","NTFS","Local Fixed Disk","","","SPSQL01_MSDTC","348ADB7E","7932496990","false"
"SCCM","SCCM_SERIALSC20218BDNACORP\BDNASC20218","N:","NTFS","Local Fixed Disk","","","New Volume","C6E43B7C","7932496990","false"
"SCCM","SCCM_SERIALSC20218BDNACORP\BDNASC20218","Q:","NTFS","Local Fixed Disk","","","SPSQL01_BDNA","D09247D8","7932496990","false"
"SCCM","SCCM_SERIALSC20218BDNACORP\BDNASC20218","S:","NTFS","Local Fixed Disk","","","SPSQL01_SystemDB","C01B8FBE","7932496990","false"
"SCCM","SCCM_SERIALSC20218BDNACORP\BDNASC20218","T:","NTFS","Local Fixed Disk","","","SPSQL01_TxnLogs","782A6BD0","7932496990","false"
"SCCM","SCCM_SERIALSC20218BDNACORP\BDNASC20218","U:","NTFS","Local Fixed Disk","","","SPSQL01_TempDB1","E2CF4E56","7932496990","false"
"SCCM","SCCM_SERIALSC20218BDNACORP\BDNASC20218","V:","NTFS","Local Fixed Disk","","","SPSQL01_TempDB2","E83345D7","7932496990","false"
"SCCM","SCCM_SERIALSC20218BDNACORP\BDNASC20218","X:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20219BDNACORP\BDNASC20219","C:","NTFS","Local Fixed Disk","","","","E67DC8B5","7932496990","false"
"SCCM","SCCM_SERIALSC20219BDNACORP\BDNASC20219","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20220BDNACORP\BDNASC20220","C:","NTFS","Local Fixed Disk","","","","EC636757","7932496990","false"
"SCCM","SCCM_SERIALSC20220BDNACORP\BDNASC20220","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20221BDNACORP\BDNASC20221","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20221BDNACORP\BDNASC20221","C:","NTFS","Local Fixed Disk","","","","64E0E5CE","7932496990","false"
"SCCM","SCCM_SERIALSC20221BDNACORP\BDNASC20221","D:","NTFS","Local Fixed Disk","","","FTP","DE4D0B18","7932496990","false"
"SCCM","SCCM_SERIALSC20221BDNACORP\BDNASC20221","E:","NTFS","Local Fixed Disk","","","FTPS","C67E7ED4","7932496990","false"
"SCCM","SCCM_SERIALSC20221BDNACORP\BDNASC20221","X:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20222BDNACORP\BDNASC20222","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20222BDNACORP\BDNASC20222","C:","NTFS","Local Fixed Disk","","","","8A429A75","7932496990","false"
"SCCM","SCCM_SERIALSC20222BDNACORP\BDNASC20222","D:","NTFS","Local Fixed Disk","","","Data","FE5BDA0F","7932496990","false"
"SCCM","SCCM_SERIALSC20222BDNACORP\BDNASC20222","E:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20223BDNACORP\BDNASC20223","C:","NTFS","Local Fixed Disk","","","","68481B92","7932496990","false"
"SCCM","SCCM_SERIALSC20224BDNACORP\BDNASC20224","C:","NTFS","Local Fixed Disk","","","System","F2798776","7932496990","false"
"SCCM","SCCM_SERIALSC20224BDNACORP\BDNASC20224","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20225BDNACORP\BDNASC20225","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20225BDNACORP\BDNASC20225","C:","NTFS","Local Fixed Disk","","","","027A587B","7932496990","false"
"SCCM","SCCM_SERIALSC20225BDNACORP\BDNASC20225","D:","NTFS","Local Fixed Disk","","","DATA","26C0D8F0","7932496990","false"
"SCCM","SCCM_SERIALSC20225BDNACORP\BDNASC20225","E:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20226BDNACORP\BDNASC20226","C:","NTFS","Local Fixed Disk","","","","121ED635","7932496990","false"
"SCCM","SCCM_SERIALSC20226BDNACORP\BDNASC20226","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20226BDNACORP\BDNASC20226","E:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20227BDNACORP\BDNASC20227","C:","NTFS","Local Fixed Disk","","","","2A594023","7932496990","false"
"SCCM","SCCM_SERIALSC20227BDNACORP\BDNASC20227","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20227BDNACORP\BDNASC20227","E:","NTFS","Local Fixed Disk","","","Seagate Backup Plus Drive","E474E93D","7932496990","false"
"SCCM","SCCM_SERIALSC20228BDNACORP\BDNASC20228","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20228BDNACORP\BDNASC20228","C:","NTFS","Local Fixed Disk","","","","8A429A75","7932496990","false"
"SCCM","SCCM_SERIALSC20228BDNACORP\BDNASC20228","D:","NTFS","Local Fixed Disk","","","Data","A6A619D7","7932496990","false"
"SCCM","SCCM_SERIALSC20228BDNACORP\BDNASC20228","E:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20229BDNACORP\BDNASC20229","C:","NTFS","Local Fixed Disk","","","System","4669C5FA","7932496990","false"
"SCCM","SCCM_SERIALSC20229BDNACORP\BDNASC20229","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20230BDNACORP\BDNASC20230","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20230BDNACORP\BDNASC20230","C:","NTFS","Local Fixed Disk","","","OS","480B9A08","7932496990","false"
"SCCM","SCCM_SERIALSC20230BDNACORP\BDNASC20230","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20230BDNACORP\BDNASC20230","E:","NTFS","Local Fixed Disk","","","Data","06254AED","7932496990","false"
"SCCM","SCCM_SERIALSC20231BDNACORP\BDNASC20231","C:","NTFS","Local Fixed Disk","","","System","FEF525A5","7932496990","false"
"SCCM","SCCM_SERIALSC20231BDNACORP\BDNASC20231","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20232BDNACORP\BDNASC20232","C:","NTFS","Local Fixed Disk","","","","265B100C","7932496990","false"
"SCCM","SCCM_SERIALSC20232BDNACORP\BDNASC20232","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20233BDNACORP\BDNASC20233","C:","NTFS","Local Fixed Disk","","","System","84DF97EE","7932496990","false"
"SCCM","SCCM_SERIALSC20233BDNACORP\BDNASC20233","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20234BDNACORP\BDNASC20234","C:","NTFS","Local Fixed Disk","","","System","B05A6DB9","7932496990","false"
"SCCM","SCCM_SERIALSC20234BDNACORP\BDNASC20234","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20235BDNACORP\BDNASC20235","C:","NTFS","Local Fixed Disk","","","System","DCC0B5EA","7932496990","false"
"SCCM","SCCM_SERIALSC20235BDNACORP\BDNASC20235","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20236BDNACORP\BDNASC20236","C:","NTFS","Local Fixed Disk","","","System","ACFE2E58","7932496990","false"
"SCCM","SCCM_SERIALSC20236BDNACORP\BDNASC20236","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20237BDNACORP\BDNASC20237","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20237BDNACORP\BDNASC20237","C:","NTFS","Local Fixed Disk","","","","583CCA64","7932496990","false"
"SCCM","SCCM_SERIALSC20237BDNACORP\BDNASC20237","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20238BDNACORP\BDNASC20238","C:","NTFS","Local Fixed Disk","","","","26546D53","7932496990","false"
"SCCM","SCCM_SERIALSC20239BDNACORP\BDNASC20239","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20239BDNACORP\BDNASC20239","C:","NTFS","Local Fixed Disk","","","","5880876D","7932496990","false"
"SCCM","SCCM_SERIALSC20239BDNACORP\BDNASC20239","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20239BDNACORP\BDNASC20239","E:","NTFS","Local Fixed Disk","","","DATA","C603B7A7","7932496990","false"
"SCCM","SCCM_SERIALSC20240BDNACORP\BDNASC20240","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20240BDNACORP\BDNASC20240","C:","NTFS","Local Fixed Disk","","","","5880876D","7932496990","false"
"SCCM","SCCM_SERIALSC20240BDNACORP\BDNASC20240","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20240BDNACORP\BDNASC20240","E:","NTFS","Local Fixed Disk","","","DATA","36C47121","7932496990","false"
"SCCM","SCCM_SERIALSC20241BDNACORP\BDNASC20241","C:","NTFS","Local Fixed Disk","","","System","F0050C6A","7932496990","false"
"SCCM","SCCM_SERIALSC20241BDNACORP\BDNASC20241","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20242BDNACORP\BDNASC20242","C:","NTFS","Local Fixed Disk","","","","6098E65D","7932496990","false"
"SCCM","SCCM_SERIALSC20243BDNACORP\BDNASC20243","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20243BDNACORP\BDNASC20243","C:","NTFS","Local Fixed Disk","","","","CEB3D583","7932496990","false"
"SCCM","SCCM_SERIALSC20243BDNACORP\BDNASC20243","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20243BDNACORP\BDNASC20243","E:","NTFS","Local Fixed Disk","","","DATA","08D430B6","7932496990","false"
"SCCM","SCCM_SERIALSC20244BDNACORP\BDNASC20244","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20244BDNACORP\BDNASC20244","C:","NTFS","Local Fixed Disk","","","","5880876D","7932496990","false"
"SCCM","SCCM_SERIALSC20244BDNACORP\BDNASC20244","D:","NTFS","Local Fixed Disk","","","Data","E800790A","7932496990","false"
"SCCM","SCCM_SERIALSC20244BDNACORP\BDNASC20244","E:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20245BDNACORP\BDNASC20245","C:","NTFS","Local Fixed Disk","","","","12BB6194","7932496990","false"
"SCCM","SCCM_SERIALSC20245BDNACORP\BDNASC20245","E:","NTFS","Local Fixed Disk","","","","26A05F68","7932496990","false"
"SCCM","SCCM_SERIALSC20245BDNACORP\BDNASC20245","F:","NTFS","Local Fixed Disk","","","","1E16C6E3","7932496990","false"
"SCCM","SCCM_SERIALSC20245BDNACORP\BDNASC20245","M:","NTFS","Local Fixed Disk","","","MSDTC","8C67446D","7932496990","false"
"SCCM","SCCM_SERIALSC20245BDNACORP\BDNASC20245","P:","NTFS","Local Fixed Disk","","","Page File","7638A37B","7932496990","false"
"SCCM","SCCM_SERIALSC20245BDNACORP\BDNASC20245","Q:","NTFS","Local Fixed Disk","","","BDNA","EE854271","7932496990","false"
"SCCM","SCCM_SERIALSC20245BDNACORP\BDNASC20245","S:","NTFS","Local Fixed Disk","","","System","FEACA261","7932496990","false"
"SCCM","SCCM_SERIALSC20245BDNACORP\BDNASC20245","T:","NTFS","Local Fixed Disk","","","TransLog","44D0BFD1","7932496990","false"
"SCCM","SCCM_SERIALSC20245BDNACORP\BDNASC20245","U:","NTFS","Local Fixed Disk","","","TempDB","9AFAAF2F","7932496990","false"
"SCCM","SCCM_SERIALSC20245BDNACORP\BDNASC20245","V:","NTFS","Local Fixed Disk","","","TempDB","BC253A19","7932496990","false"
"SCCM","SCCM_SERIALSC20245BDNACORP\BDNASC20245","W:","NTFS","Local Fixed Disk","","","TempDB","A65C5708","7932496990","false"
"SCCM","SCCM_SERIALSC20245BDNACORP\BDNASC20245","X:","NTFS","Local Fixed Disk","","","TempDB","E0768504","7932496990","false"
"SCCM","SCCM_SERIALSC20245BDNACORP\BDNASC20245","Y:","NTFS","Local Fixed Disk","","","TempDB","E69EEF8D","7932496990","false"
"SCCM","SCCM_SERIALSC20246BDNACORP\BDNASC20246","C:","NTFS","Local Fixed Disk","","","","EC636757","7932496990","false"
"SCCM","SCCM_SERIALSC20246BDNACORP\BDNASC20246","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20247BDNACORP\BDNASC20247","C:","NTFS","Local Fixed Disk","","","","D8B8E2C5","7932496990","false"
"SCCM","SCCM_SERIALSC20247BDNACORP\BDNASC20247","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20248BDNACORP\BDNASC20248","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20248BDNACORP\BDNASC20248","C:","NTFS","Local Fixed Disk","","","","5880876D","7932496990","false"
"SCCM","SCCM_SERIALSC20248BDNACORP\BDNASC20248","D:","NTFS","Local Fixed Disk","","","Data","D89CACB1","7932496990","false"
"SCCM","SCCM_SERIALSC20248BDNACORP\BDNASC20248","X:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20249BDNACORP\BDNASC20249","B:","NTFS","Local Fixed Disk","","","Masters","58E32645","7932496990","false"
"SCCM","SCCM_SERIALSC20249BDNACORP\BDNASC20249","C:","NTFS","Local Fixed Disk","","","","0A88CDAE","7932496990","false"
"SCCM","SCCM_SERIALSC20249BDNACORP\BDNASC20249","D:","NTFS","Local Fixed Disk","","","Backup","72FD710A","7932496990","false"
"SCCM","SCCM_SERIALSC20249BDNACORP\BDNASC20249","F:","NTFS","Local Fixed Disk","","","Page File","A8F3A97E","7932496990","false"
"SCCM","SCCM_SERIALSC20249BDNACORP\BDNASC20249","G:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20250BDNACORP\BDNASC20250","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20250BDNACORP\BDNASC20250","C:","NTFS","Local Fixed Disk","","","","8A429A75","7932496990","false"
"SCCM","SCCM_SERIALSC20250BDNACORP\BDNASC20250","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20250BDNACORP\BDNASC20250","E:","NTFS","Local Fixed Disk","","","","8EE04A16","7932496990","false"
"SCCM","SCCM_SERIALSC20250BDNACORP\BDNASC20250","F:","NTFS","Local Fixed Disk","","","Data","DAE564B2","7932496990","false"
"SCCM","SCCM_SERIALSC20250BDNACORP\BDNASC20250","S:","NTFS","Local Fixed Disk","","","System","70EDA077","7932496990","false"
"SCCM","SCCM_SERIALSC20250BDNACORP\BDNASC20250","T:","NTFS","Local Fixed Disk","","","TRANSLOG","98F70ACF","7932496990","false"
"SCCM","SCCM_SERIALSC20250BDNACORP\BDNASC20250","U:","NTFS","Local Fixed Disk","","","TempDB","62FE4506","7932496990","false"
"SCCM","SCCM_SERIALSC20250BDNACORP\BDNASC20250","V:","NTFS","Local Fixed Disk","","","TempDB","9E0526EA","7932496990","false"
"SCCM","SCCM_SERIALSC20250BDNACORP\BDNASC20250","W:","NTFS","Local Fixed Disk","","","TempDB","320B02AF","7932496990","false"
"SCCM","SCCM_SERIALSC20250BDNACORP\BDNASC20250","X:","NTFS","Local Fixed Disk","","","More Data","26E13EFE","7932496990","false"
"SCCM","SCCM_SERIALSC20251BDNACORP\BDNASC20251","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20251BDNACORP\BDNASC20251","C:","NTFS","Local Fixed Disk","","","","480B9A08","7932496990","false"
"SCCM","SCCM_SERIALSC20251BDNACORP\BDNASC20251","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20252BDNACORP\BDNASC20252","C:","NTFS","Local Fixed Disk","","","","5AF24F6C","7932496990","false"
"SCCM","SCCM_SERIALSC20252BDNACORP\BDNASC20252","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20253BDNACORP\BDNASC20253","C:","NTFS","Local Fixed Disk","","","System","F6D9109A","7932496990","false"
"SCCM","SCCM_SERIALSC20253BDNACORP\BDNASC20253","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20254BDNACORP\BDNASC20254","C:","NTFS","Local Fixed Disk","","","","1AC8831B","7932496990","false"
"SCCM","SCCM_SERIALSC20254BDNACORP\BDNASC20254","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20255BDNACORP\BDNASC20255","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20255BDNACORP\BDNASC20255","C:","NTFS","Local Fixed Disk","","","","64E0E5CE","7932496990","false"
"SCCM","SCCM_SERIALSC20255BDNACORP\BDNASC20255","D:","NTFS","Local Fixed Disk","","","Data","BC10F6B8","7932496990","false"
"SCCM","SCCM_SERIALSC20255BDNACORP\BDNASC20255","E:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20256BDNACORP\BDNASC20256","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20256BDNACORP\BDNASC20256","C:","NTFS","Local Fixed Disk","","","","8A429A75","7932496990","false"
"SCCM","SCCM_SERIALSC20256BDNACORP\BDNASC20256","D:","NTFS","Local Fixed Disk","","","Data","D02898BE","7932496990","false"
"SCCM","SCCM_SERIALSC20256BDNACORP\BDNASC20256","P:","NTFS","Local Fixed Disk","","","Pagefile","64F65B3E","7932496990","false"
"SCCM","SCCM_SERIALSC20256BDNACORP\BDNASC20256","Z:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20257BDNACORP\BDNASC20257","C:","NTFS","Local Fixed Disk","","","System","C6DA2BC4","7932496990","false"
"SCCM","SCCM_SERIALSC20257BDNACORP\BDNASC20257","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20258BDNACORP\BDNASC20258","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20258BDNACORP\BDNASC20258","C:","NTFS","Local Fixed Disk","","","OS","5880876D","7932496990","false"
"SCCM","SCCM_SERIALSC20258BDNACORP\BDNASC20258","D:","NTFS","Local Fixed Disk","","","Data","1A2CE507","7932496990","false"
"SCCM","SCCM_SERIALSC20258BDNACORP\BDNASC20258","X:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20259BDNACORP\BDNASC20259","C:","NTFS","Local Fixed Disk","","","System","B6087FC0","7932496990","false"
"SCCM","SCCM_SERIALSC20259BDNACORP\BDNASC20259","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20260BDNACORP\BDNASC20260","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20260BDNACORP\BDNASC20260","C:","NTFS","Local Fixed Disk","","","","64E0E5CE","7932496990","false"
"SCCM","SCCM_SERIALSC20260BDNACORP\BDNASC20260","D:","NTFS","Local Fixed Disk","","","Data","BC10F6B8","7932496990","false"
"SCCM","SCCM_SERIALSC20260BDNACORP\BDNASC20260","E:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20260BDNACORP\BDNASC20260","P:","NTFS","Local Fixed Disk","","","Page","524157F1","7932496990","false"
"SCCM","SCCM_SERIALSC20261BDNACORP\BDNASC20261","C:","NTFS","Local Fixed Disk","","","System","164D4687","7932496990","false"
"SCCM","SCCM_SERIALSC20261BDNACORP\BDNASC20261","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20262BDNACORP\BDNASC20262","C:","NTFS","Local Fixed Disk","","","","BA829D0F","7932496990","false"
"SCCM","SCCM_SERIALSC20263BDNACORP\BDNASC20263","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20263BDNACORP\BDNASC20263","C:","NTFS","Local Fixed Disk","","","","64E0E5CE","7932496990","false"
"SCCM","SCCM_SERIALSC20263BDNACORP\BDNASC20263","D:","NTFS","Local Fixed Disk","","","Data","6492799F","7932496990","false"
"SCCM","SCCM_SERIALSC20263BDNACORP\BDNASC20263","X:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20264BDNACORP\BDNASC20264","C:","NTFS","Local Fixed Disk","","","","235B72DF","7932496990","false"
"SCCM","SCCM_SERIALSC20264BDNACORP\BDNASC20264","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20264BDNACORP\BDNASC20264","E:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20265BDNACORP\BDNASC20265","C:","NTFS","Local Fixed Disk","","","","C0D447AA","7932496990","false"
"SCCM","SCCM_SERIALSC20265BDNACORP\BDNASC20265","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20266BDNACORP\BDNASC20266","C:","NTFS","Local Fixed Disk","","","","7AE92938","7932496990","false"
"SCCM","SCCM_SERIALSC20266BDNACORP\BDNASC20266","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20267BDNACORP\BDNASC20267","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20267BDNACORP\BDNASC20267","C:","NTFS","Local Fixed Disk","","","","5880876D","7932496990","false"
"SCCM","SCCM_SERIALSC20267BDNACORP\BDNASC20267","D:","NTFS","Local Fixed Disk","","","Data","56461265","7932496990","false"
"SCCM","SCCM_SERIALSC20267BDNACORP\BDNASC20267","E:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20268BDNACORP\BDNASC20268","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20268BDNACORP\BDNASC20268","C:","NTFS","Local Fixed Disk","","","","027A587B","7932496990","false"
"SCCM","SCCM_SERIALSC20268BDNACORP\BDNASC20268","D:","NTFS","Local Fixed Disk","","","DATA","26C0D8F0","7932496990","false"
"SCCM","SCCM_SERIALSC20268BDNACORP\BDNASC20268","E:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20269BDNACORP\BDNASC20269","C:","NTFS","Local Fixed Disk","","","","2017F16B","7932496990","false"
"SCCM","SCCM_SERIALSC20270BDNACORP\BDNASC20270","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20270BDNACORP\BDNASC20270","C:","NTFS","Local Fixed Disk","","","","94F92712","7932496990","false"
"SCCM","SCCM_SERIALSC20270BDNACORP\BDNASC20270","D:","NTFS","Local Fixed Disk","","","Data","9098C462","7932496990","false"
"SCCM","SCCM_SERIALSC20270BDNACORP\BDNASC20270","E:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20271BDNACORP\BDNASC20271","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20271BDNACORP\BDNASC20271","C:","NTFS","Local Fixed Disk","","","","027A587B","7932496990","false"
"SCCM","SCCM_SERIALSC20271BDNACORP\BDNASC20271","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20272BDNACORP\BDNASC20272","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20272BDNACORP\BDNASC20272","C:","NTFS","Local Fixed Disk","","","","CEB3D583","7932496990","false"
"SCCM","SCCM_SERIALSC20272BDNACORP\BDNASC20272","D:","NTFS","Local Fixed Disk","","","","389EB0D1","7932496990","false"
"SCCM","SCCM_SERIALSC20272BDNACORP\BDNASC20272","X:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20273BDNACORP\BDNASC20273","C:","NTFS","Local Fixed Disk","","","System","6AEA372D","7932496990","false"
"SCCM","SCCM_SERIALSC20273BDNACORP\BDNASC20273","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20274BDNACORP\BDNASC20274","C:","NTFS","Local Fixed Disk","","","","5880876D","7932496990","false"
"SCCM","SCCM_SERIALSC20274BDNACORP\BDNASC20274","D:","","CD-ROM Disc","","","","","7932496990","false"
