"software_id","data_source","manufacturer_id","sw_release_id","name","family","major_version","version","edition","version_group","patchlevel","component","is_licensable","is_suite","category","subcategory","hidden","install_count","sw_model_lc_id","software_id_id","end_of_life","end_of_life_date","end_of_life_range_start","end_of_life_range_end","end_of_life_support_level","end_of_life_exception","general_availability","general_availability_date","ga_exception","ga_range_start","ga_range_end","obsolete_exception","delete_reason","obsolete_support_level","obsolete_range_start","obsolete_range_end","obsolete","obsolete_date","data_token"
"42595410","SCCM","7365","42595410","InfoPath","Office","15.0","15.0","","2013","","","yes","no","Enterprise Content Management (ECM)","Content Delivery and Distribution","0","13","42595410","42595410","7/13/2021","7/13/2021 12:00:00 AM","","","Mainstream Support","","10/11/2012","10/11/2012 12:00:00 AM","","","","","","Extended Support","","","7/14/2026","7/14/2026 12:00:00 AM","7932496990"
"42595412","SCCM","7365","42595412","OneNote","Office","15.0","15.0","","2013","","","yes","no","Productivity","Other Productivity Tools","0","13","42595412","42595412","4/10/2018","4/10/2018 12:00:00 AM","","","Mainstream Support","","1/9/2013","1/9/2013 12:00:00 AM","","","","","","Extended Support","","","4/11/2023","4/11/2023 12:00:00 AM","7932496990"
"42595415","SCCM","7365","42595415","Outlook","Office","15.0","15.0","","2013","","","yes","no","Productivity","PIM & Contact Managers","0","13","42595415","42595415","4/10/2018","4/10/2018 12:00:00 AM","","","Mainstream Support","","10/11/2012","10/11/2012 12:00:00 AM","","","","","","Extended Support","","","4/11/2023","4/11/2023 12:00:00 AM","7932496990"
"42651667","SCCM","42369417","42651667","MatchWare MindView","","5.0","5.0","","5","","","yes","no","Enterprise Content Management (ECM)","Workflow and Business Process Management","0","1","42651667","42651667","11/19/2017","11/19/2017 12:00:00 AM","","","Technical Support","","11/19/2012","11/19/2012 12:00:00 AM","","","","","","Technical Support","","","11/19/2017","11/19/2017 12:00:00 AM","7932496990"
"42674721","SCCM","7365","42674721","Visual F#","","3.0","3.1","","3","","","yes","no","Software Development","Application Architecture and Design","0","8","42674721","42674721","4/9/2019","4/9/2019 12:00:00 AM","","","Mainstream Support","","6/27/2013","6/27/2013 12:00:00 AM","","","","","","Extended Support","","","4/9/2024","4/9/2024 12:00:00 AM","7932496990"
"42690804","SCCM","7365","42690804","Code Contracts for .NET","","1.0","1.5","","1.0","","","no","no","Software Development","Application Architecture and Design","0","1","42690804","42690804","Not Available","","","","Open Source Support","Open-source support only: no specific date(s)","4/9/2013","4/9/2013 12:00:00 AM","","","","Open-source support only: no specific date(s)","","Open Source Support","","","Not Available","","7932496990"
"42972611","SCCM","9211957","42972611","Dotfuscator","","5.0","5.5","Community","5.0","","","no","no","Software Development","Application Architecture and Design","0","8","42972611","42972611","Not Available","","","","Technical Support","Limited: self-help support only: no specific date(s)","8/2012","8/1/2012 12:00:00 AM","","","","Limited: self-help support only: no specific date(s)","","Technical Support","","","Not Available","","7932496990"
"42972757","SCCM","7338735","42972757","TextPad","","6.0","6.2","","6","","","yes","no","Utilities","Other Utilities","0","2","42972757","42972757","Not Available","","","","Technical Support","Limited: self-help support only: no specific date(s)","12/2/2012","12/2/2012 12:00:00 AM","","","","Limited: self-help support only: no specific date(s)","","Technical Support","","","Not Available","","7932496990"
"43030226","SCCM","5546","43030226","eDrawings","eDrawings","12.0","12.2","","2012","","","yes","no","Engineering & Scientific","Mechanical CAD, CAM, and CAE Software","0","1","43030226","43030226","12/31/2013","12/31/2013 12:00:00 AM","","","Customer Support","","1/26/2012","1/26/2012 12:00:00 AM","","","","","","Customer Support","","","12/31/2013","12/31/2013 12:00:00 AM","7932496990"
"43030230","SCCM","5546","43030230","eDrawings","eDrawings","12.0","12.4","","2012","","","yes","no","Engineering & Scientific","Mechanical CAD, CAM, and CAE Software","0","1","43030230","43030230","12/31/2013","12/31/2013 12:00:00 AM","","","Customer Support","","6/18/2012","6/18/2012 12:00:00 AM","","","","","","Customer Support","","","12/31/2013","12/31/2013 12:00:00 AM","7932496990"
"43038602","SCCM","7365","43038602","Integration Services","SQL Server","11.0","11.0","","2012","SP1","","yes","no","Business Intelligence (BI)","Data Mining and Warehousing","0","2","43038602","43038602","7/14/2015","7/14/2015 12:00:00 AM","","","Service Pack Support","","11/7/2012","11/7/2012 12:00:00 AM","","","","","","Service Pack Support","","","7/14/2015","7/14/2015 12:00:00 AM","7932496990"
"43588282","SCCM","7233","43588282","PowerDesk","","5.0","5.0","","5","","","no","no","IT Management","IT Asset Management","0","1","43588282","43588282","Not Available","","","","Contact Support","Contract-based support only: no specific date(s)","Not Available","1/1/1900 12:00:00 AM","Date in the past: exact date unknown","","","Contract-based support only: no specific date(s)","","Contact Support","","","Not Available","","7932496990"
"43597101","SCCM","4785","43597101","AutoCAD LT","","19.1","19.1","","2014","","","yes","no","Engineering & Scientific","Mechanical CAD, CAM, and CAE Software","0","1","43597101","43597101","3/21/2017","3/21/2017 12:00:00 AM","","","Previous Version Support","","3/26/2013","3/26/2013 12:00:00 AM","","","","","","Previous Version Support","","","3/21/2017","3/21/2017 12:00:00 AM","7932496990"
"44493257","SCCM","9030","44493257","SnagIt","","11.0","11.1","","11","","","yes","no","Multimedia & Graphics","Graphics and Image Editing","0","1","44493257","44493257","4/29/2017","4/29/2017 12:00:00 AM","","","Technical Support","","10/9/2012","10/9/2012 12:00:00 AM","","","","","","Technical Support","","","4/29/2017","4/29/2017 12:00:00 AM","7932496990"
"44493891","SCCM","8433","44493891","Salesforce for Outlook","","2.0","2.1","","2","","","no","no","Utilities","Connectivity Tools","0","1","44493891","44493891","Not Available","","","","Customer Support","Contract-based support only: no specific date(s)","Not Available","","Date not published by vendor","","","Contract-based support only: no specific date(s)","","Customer Support","","","Not Available","","7932496990"
"44699408","SCCM","9569","44699408","Converter","vCenter","5.0","5.1","Standalone","5","","Agent","no","no","Virtualization","Virtualization Management Software","0","2","44699408","44699408","12/31/2014","12/31/2014 12:00:00 AM","","","General Support (EAP)","","4/23/2013","4/23/2013 12:00:00 AM","","","","","","General Support (EAP)","","","12/31/2014","12/31/2014 12:00:00 AM","7932496990"
"44706201","SCCM","7365","44706201","Exchange Server User Monitor","","14.0","14.2","","2010","","","no","no","IT Management","Alerts and Monitoring Tools","0","1","44706201","44706201","1/13/2015","1/13/2015 12:00:00 AM","","","Mainstream Support","","12/2011","12/1/2011 12:00:00 AM","","","","","","Extended Support","","","10/13/2020","10/13/2020 12:00:00 AM","7932496990"
"44853464","SCCM","4785","44853464","AutoCAD Raster Design","","19.1","19.1","","2014","","","yes","no","Engineering & Scientific","Mechanical CAD, CAM, and CAE Software","0","1","44853464","44853464","3/21/2017","3/21/2017 12:00:00 AM","","","Official Support","","3/26/2013","3/26/2013 12:00:00 AM","","","","","","Official Support","","","3/21/2017","3/21/2017 12:00:00 AM","7932496990"
"44961995","SCCM","594348","44961995","Earth","","7.0","7.1","Pro","7.0","","","no","no","Geographic Information Systems (GIS)","Navigation Tools","0","6","44961995","44961995","Not Available","","","","Technical Support","Date not published by vendor","6/26/2013","6/26/2013 12:00:00 AM","","","","Date not published by vendor","","Technical Support","","","Not Available","","7932496990"
"44965796","SCCM","44578069","44965796","Doxygen","","1.0","1.8","","1","","","no","no","Software Development","Development Environment","0","1","44965796","44965796","Not Available","","","","Technical Support","Open-source support only: no specific date(s)","2/25/2012","2/25/2012 12:00:00 AM","","","","Open-source support only: no specific date(s)","","Technical Support","","","Not Available","","7932496990"
"44966167","SCCM","4785","44966167","Showcase","","2014","2014","","2014","","","yes","no","Engineering & Scientific","Mechanical CAD, CAM, and CAE Software","0","1","44966167","44966167","2/1/2018","2/1/2018 12:00:00 AM","","","Previous Version Support","","4/12/2013","4/12/2013 12:00:00 AM","","","","","","Previous Version Support","","","2/1/2018","2/1/2018 12:00:00 AM","7932496990"
"44970474","SCCM","7365","44970474","System Center Data Protection Manager","Windows","4.2","4.2","","2012 R2","","Server","yes","no","Storage Management","Backup and Recovery","0","1","44970474","44970474","7/11/2017","7/11/2017 12:00:00 AM","","","Mainstream Support","","Not Available","1/1/1900 12:00:00 AM","Date in the past: exact date unknown","","","","","Extended Support","","","7/12/2022","7/12/2022 12:00:00 AM","7932496990"
"44976211","SCCM","7365","44976211","Team Explorer","Visual Studio","12.0","12.0","","2013","","","no","no","Software Development","Application Architecture and Design","0","5","44976211","44976211","4/9/2019","4/9/2019 12:00:00 AM","","","Mainstream Support","","1/15/2014","1/15/2014 12:00:00 AM","","","","","","Extended Support","","","4/9/2024","4/9/2024 12:00:00 AM","7932496990"
"44976213","SCCM","7365","44976213","Visual C++","","12.0","12.0","","2013","","","yes","no","Software Development","Application Architecture and Design","0","11","44976213","44976213","4/9/2019","4/9/2019 12:00:00 AM","","","Mainstream Support","","10/17/2013","10/17/2013 12:00:00 AM","","","","","","Extended Support","","","4/9/2024","4/9/2024 12:00:00 AM","7932496990"
"44976217","SCCM","7365","44976217","Azure Tools for Microsoft Visual Studio","Windows","2.0","2.1","","2","","","no","no","Software Development","Application Architecture and Design","0","1","44976217","44976217","11/12/2015","11/12/2015 12:00:00 AM","","","Mainstream Support","","8/2013","8/1/2013 12:00:00 AM","","","","","","Extended Support","","","11/12/2015","11/12/2015 12:00:00 AM","7932496990"
"45101259","SCCM","7365","45101259","Python Tools for Visual Studio (PTVS)","","2.0","2.0","","2","","","no","no","Utilities","Other Utilities","0","1","45101259","45101259","Not Available","","","","Open Source Support","Open-source support only: no specific date(s)","10/16/2013","10/16/2013 12:00:00 AM","","","","Open-source support only: no specific date(s)","","Open Source Support","","","Not Available","","7932496990"
"45101283","SCCM","7365","45101283","Deployment Toolkit (MDT)","Windows","6.0","6.1","","2012","","","no","no","Configuration Management","Software Configuration Management","0","2","45101283","45101283","10/16/2014","10/16/2014 12:00:00 AM","","","Mainstream Support (2-Level Policy)","","9/19/2012","9/19/2012 12:00:00 AM","","","","","","Mainstream Support (2-Level Policy)","","","10/16/2014","10/16/2014 12:00:00 AM","7932496990"
"45173284","SCCM","7365","45173284","SQL Server","SQL Server","12.0","12.0","","2014","","","yes","no","Database Management Systems (DBMS)","Relational Database","0","1","45173284","45173284","7/9/2019","7/9/2019 12:00:00 AM","","","Mainstream Support","","6/5/2014","6/5/2014 12:00:00 AM","","","","","","Extended Support","","","7/9/2024","7/9/2024 12:00:00 AM","7932496990"
"46385671","SCCM","594348","46385671","Toolbar","","7.0","7.5","","7.0","","","no","no","Utilities","Other Utilities","0","69","46385671","46385671","Not Available","","","","Technical Support","Limited: self-help support only: no specific date(s)","8/6/2013","8/6/2013 12:00:00 AM","","","","Limited: self-help support only: no specific date(s)","","Technical Support","","","Not Available","","7932496990"
"46389019","SCCM","8727775","46389019","Download Suite","","3.0","3.0","","3","","","no","no","Utilities","Other Utilities","0","1","46389019","46389019","Not Available","","","","Contact Support","Contract-based support only: no specific date(s)","5/6/2011","5/6/2011 12:00:00 AM","","","","Contract-based support only: no specific date(s)","","Contact Support","","","Not Available","","7932496990"
"46792515","SCCM","593620","46792515","Firefox","","25.0","25.0","","25.x","","","no","no","Productivity","Web Browsers","0","1","46792515","46792515","12/10/2013","12/10/2013 12:00:00 AM","","","Open Source Support","","10/29/2013","10/29/2013 12:00:00 AM","","","","","","Open Source Support","","","12/10/2013","12/10/2013 12:00:00 AM","7932496990"
"46792792","SCCM","5220","46792792","Support Center","WebEx","2.6","2.6","","2.0","","","yes","yes","Customer Relationship Management (CRM)","Other Customer Service & Support Software","0","6","46792792","46792792","Not Available","","","","Maintenance Support","Date not published by vendor","Not Available","","Date not published by vendor","","","Date not published by vendor","","Limited Support","","","Not Available","","7932496990"
"46913295","SCCM","7365","46913295","Management Console (MMC)","Windows","6.0","6.0","","6","","","no","no","Utilities","Other Utilities","0","7","46913295","46913295","Not Available","","","","Mainstream Support","Date not published by vendor","Not Available","","Date not published by vendor","","","Date not published by vendor","","Extended Support","","","Not Available","","7932496990"
"46913297","SCCM","7365","46913297","Management Console (MMC)","Windows","6.0","6.1","","6","","","no","no","Utilities","Other Utilities","0","684","46913297","46913297","Not Available","","","","Mainstream Support","Date not published by vendor","Not Available","","Date not published by vendor","","","Date not published by vendor","","Extended Support","","","Not Available","","7932496990"
"46913299","SCCM","7365","46913299","Management Console (MMC)","Windows","6.0","6.2","","6","","","no","no","Utilities","Other Utilities","0","1","46913299","46913299","Not Available","","","","Mainstream Support","Date not published by vendor","Not Available","","Date not published by vendor","","","Date not published by vendor","","Extended Support","","","Not Available","","7932496990"
"46914121","SCCM","7365","46914121","Internet Explorer","","11.0","11.0","","11","","","no","no","Productivity","Web Browsers","0","820","46914121","46914121","1/9/2024","1/9/2024 12:00:00 AM","","","Mainstream Support","","11/13/2013","11/13/2013 12:00:00 AM","","","","","","Extended Support","","","1/9/2029","1/9/2029 12:00:00 AM","7932496990"
"47624240","SCCM","14936184","47624240","TortoiseSVN","","1.0","1.8","","1.0","","","no","no","Configuration Management","Software Configuration Management","0","1","47624240","47624240","Not Available","","","","Open Source Support","Open-source support only: no specific date(s)","6/18/2013","6/18/2013 12:00:00 AM","","","","Open-source support only: no specific date(s)","","Open Source Support","","","Not Available","","7932496990"
"47709439","SCCM","7365","47709439","Visual Studio","Visual Studio","12.0","12.0","Professional","2013","","","yes","yes","Software Development","Development Environment","0","12","47709439","47709439","4/9/2019","4/9/2019 12:00:00 AM","","","Mainstream Support","","1/15/2014","1/15/2014 12:00:00 AM","","","","","","Extended Support","","","4/9/2024","4/9/2024 12:00:00 AM","7932496990"
"47901079","SCCM","26029464","47901079","DocuWare","","6.0","6.1","","6","","Client","yes","no","Enterprise Content Management (ECM)","Document and Records Management","0","1","47901079","47901079","Not Available","","","","Contact Support","Date not published by vendor","7/26/2013","7/26/2013 12:00:00 AM","","","","Date not published by vendor","","Contact Support","","","Not Available","","7932496990"
"48432781","SCCM","1206238","48432781","Label","","8.0","8.5","","8","","","no","no","Multimedia & Graphics","Other Multimedia and Graphics Tools","0","1","48432781","48432781","Not Available","","","","Technical Support","Limited: self-help support only: no specific date(s)","1/31/2013","1/31/2013 12:00:00 AM","","","","Limited: self-help support only: no specific date(s)","","Technical Support","","","Not Available","","7932496990"
"48637601","SCCM","23651747","48637601","YNAB","","4.0","4.3","","4","","","yes","no","Accounting","Financial Management","0","1","48637601","48637601","Not Available","","","","Technical Support","Limited: self-help support only: no specific date(s)","5/22/2013","5/22/2013 12:00:00 AM","","","","Limited: self-help support only: no specific date(s)","","Technical Support","","","Not Available","","7932496990"
"48767707","SCCM","8722174","48767707","VbsEdit","","5.0","5.8","","5.0","","","yes","no","Utilities","File Managers","0","1","48767707","48767707","Not Available","","","","Contact Support","Contract-based support only: no specific date(s)","Not Available","","Date not published by vendor","","","Contract-based support only: no specific date(s)","","Contact Support","","","Not Available","","7932496990"
"49117388","SCCM","1471103","49117388","FileZilla Client","","3.0","3.7","","3.0","","","no","no","Utilities","Connectivity Tools","0","9","49117388","49117388","Not Available","","","","Technical Support","Limited: self-help support only: no specific date(s)","5/9/2013","5/9/2013 12:00:00 AM","","","","Limited: self-help support only: no specific date(s)","","Technical Support","","","Not Available","","7932496990"
"49450425","SCCM","9569","49450425","Client","vSphere","2.0","2.5","","2","","","no","no","Virtualization","Virtualization Management Software","0","1","49450425","49450425","5/21/2010","5/21/2010 12:00:00 AM","","","General Support (VI)","","12/22/2008","12/22/2008 12:00:00 AM","","","","","","Technical Guidance (VI)","","","5/21/2015","5/21/2015 12:00:00 AM","7932496990"
"49664295","SCCM","7365","49664295","IntelliType Pro Keyboard Software for Windows","","2.0","2.0","","2","","","no","no","Utilities","Drivers","0","2","49664295","49664295","Not Available","","","","Mainstream Support","Date not published by vendor","Not Available","1/1/1900 12:00:00 AM","Date in the past: exact date unknown","","","Date not published by vendor","","Extended Support","","","Not Available","","7932496990"
"50419824","SCCM","593620","50419824","Thunderbird","","1.0","1.8","","1","","","no","no","Productivity","PIM & Contact Managers","0","2","50419824","50419824","Not Available","3/15/2010 12:00:00 AM","10/18/2007 12:00:00 AM","3/15/2010 12:00:00 AM","Open Source Support","Exact date unknown: a date range is provided","Not Available","12/19/2006 12:00:00 AM","Exact date unknown: a date range is provided","12/19/2006 12:00:00 AM","4/18/2007 12:00:00 AM","Exact date unknown: a date range is provided","","Open Source Support","10/18/2007 12:00:00 AM","3/15/2010 12:00:00 AM","Not Available","3/15/2010 12:00:00 AM","7932496990"
"50895317","SCCM","7365","50895317","Data Tools (SSDT)","SQL Server","12.0","12.0","","2013","","","no","no","Software Development","Development Environment","0","4","50895317","50895317","4/9/2019","4/9/2019 12:00:00 AM","","","Mainstream Support","","5/27/2014","5/27/2014 12:00:00 AM","","","","","","Extended Support","","","4/9/2024","4/9/2024 12:00:00 AM","7932496990"
"50896315","SCCM","7365","50896315","System Resource Manager (WSRM)","Windows","6.0","6.0","","6","","","yes","no","IT Management","IT Asset Management","0","6","50896315","50896315","8/31/2016","8/31/2016 12:00:00 AM","","","Mainstream Support","","Not Available","","Date not published by vendor","","","","","Extended Support","","","8/31/2016","8/31/2016 12:00:00 AM","7932496990"
"50896319","SCCM","7365","50896319","System Resource Manager (WSRM)","Windows","6.0","6.1","","6","","","yes","no","IT Management","IT Asset Management","0","135","50896319","50896319","8/31/2016","8/31/2016 12:00:00 AM","","","Mainstream Support","","Not Available","","Date not published by vendor","","","","","Extended Support","","","8/31/2016","8/31/2016 12:00:00 AM","7932496990"
"51458827","SCCM","7835","51458827","VM VirtualBox","","4.0","4.3","","4","","","no","no","Virtualization","Hardware Virtualization","0","3","51458827","51458827","12/31/2015","12/31/2015 12:00:00 AM","","","Premier Support","","10/15/2013","10/15/2013 12:00:00 AM","","","","","","Extended Support","","","12/31/2015","12/31/2015 12:00:00 AM","7932496990"
"51875089","SCCM","9569","51875089","Tools","","9.0","9.6","","9","","","no","no","Utilities","Other Utilities","0","8","51875089","51875089","Not Available","11/15/2021 12:00:00 AM","3/12/2020 12:00:00 AM","11/15/2021 12:00:00 AM","General Support (EIP)","Exact date unknown: a date range is provided","9/7/2013","9/7/2013 12:00:00 AM","","","","Exact date unknown: a date range is provided","","Technical Guidance (EIP)","3/12/2022 12:00:00 AM","11/15/2023 12:00:00 AM","Not Available","11/15/2023 12:00:00 AM","7932496990"
"51914832","SCCM","593636","51914832","Server (Tectia Server)","Tectia","6.0","6.3","","6","","","yes","no","Security","Data Security and Encryption","0","1","51914832","51914832","5/2016","5/1/2016 12:00:00 AM","","","Maintenance Support(One Level)","","6/25/2012","6/25/2012 12:00:00 AM","","","","","","Maintenance Support(One Level)","","","5/2016","5/1/2016 12:00:00 AM","7932496990"
"51914928","SCCM","14938768","51914928","Visual Subst","","1.0","1.0","","1","","","yes","no","Utilities","Other Utilities","0","1","51914928","51914928","Not Available","","","","Technical Support","Limited: self-help support only: no specific date(s)","8/9/2006","8/9/2006 12:00:00 AM","","","","Limited: self-help support only: no specific date(s)","","Technical Support","","","Not Available","","7932496990"
"51981414","SCCM","51914904","51981414","Premium Sound","","1.0","1.1","","1","","","no","no","Multimedia & Graphics","Video and Audio Editing","0","1","51981414","51981414","Not Available","","","","Contact Support","Contract-based support only: no specific date(s)","11/11/2011","11/11/2011 12:00:00 AM","","","","Contract-based support only: no specific date(s)","","Contact Support","","","Not Available","","7932496990"
"52015313","SCCM","8744761","52015313","Stickies","","7.0","7.1d","","7.0","","","no","no","Utilities","Other Utilities","0","1","52015313","52015313","Not Available","","","","Contact Support","Contract-based support only: no specific date(s)","5/7/2012","5/7/2012 12:00:00 AM","","","","Contract-based support only: no specific date(s)","","Contact Support","","","Not Available","","7932496990"
"52026934","SCCM","40044663","52026934","Greenshot","","1.0","1.1","","1","","","no","no","Utilities","Other Utilities","0","1","52026934","52026934","Not Available","","","","Support","Support policy not defined by vendor","5/7/2013","5/7/2013 12:00:00 AM","","","","Support policy not defined by vendor","","Support","","","Not Available","","7932496990"
"52043404","SCCM","8708591","52043404","Assessor Series","","1.0","1.0","","1","","","yes","yes","Enterprise Resource Planning (ERP)","Cross-Industry ERP Suites","0","1","52043404","52043404","Not Available","","","","Technical Support","Limited: self-help support only: no specific date(s)","Not Available","","Date not published by vendor","","","Limited: self-help support only: no specific date(s)","","Technical Support","","","Not Available","","7932496990"
"52045821","SCCM","8726152","52045821","ASAP Utilities","","5.0","5.0","","5.0","","","yes","no","Utilities","Other Utilities","0","2","52045821","52045821","Not Available","","","","Contact Support","Contract-based support only: no specific date(s)","4/8/2013","4/8/2013 12:00:00 AM","","","","Contract-based support only: no specific date(s)","","Contact Support","","","Not Available","","7932496990"
"52058062","SCCM","51906905","52058062","Xlight FTP Server","","3.0","3.7","","3","","","no","no","Enterprise Content Management (ECM)","Content Delivery and Distribution","0","1","52058062","52058062","Not Available","","","","Technical Support","Limited: self-help support only: no specific date(s)","Not Available","","Date not published by vendor","","","Limited: self-help support only: no specific date(s)","","Technical Support","","","Not Available","","7932496990"
"52516685","SCCM","4611","52516685","iCloud","","3.0","3.0","","3","","","no","no","Storage Management","Backup and Recovery","0","1","52516685","52516685","Not Available","","","","License Support","Date not published by vendor","9/18/2013","9/18/2013 12:00:00 AM","","","","Date not published by vendor","","Technical Support","","","Not Available","","7932496990"
"52541208","SCCM","7365","52541208","Mouse and Keyboard Center","","2.0","2.2","","2","","","no","no","Utilities","Drivers","0","5","52541208","52541208","Not Available","","","","Mainstream Support","Date not published by vendor","5/21/2013","5/21/2013 12:00:00 AM","","","","Date not published by vendor","","Extended Support","","","Not Available","","7932496990"
"52604969","SCCM","7835","52604969","Connector/C","MySQL","6.0","6.1","","6","","","no","no","Utilities","Connectivity Tools","0","1","52604969","52604969","Not Available","","","","Premier Support","Date not published by vendor","5/2/2013","5/2/2013 12:00:00 AM","","","","Date not published by vendor","","Extended Support","","","Not Available","","7932496990"
"52890394","SCCM","7365","52890394","Windows 8","Windows","6.3","6.3","Pro","8.1","","","yes","no","Operating Systems","Windows","0","16","52890394","52890394","1/9/2018","1/9/2018 12:00:00 AM","","","Mainstream Support","","11/13/2013","11/13/2013 12:00:00 AM","","","","","","Extended Support","","","1/10/2023","1/10/2023 12:00:00 AM","7932496990"
"53200592","SCCM","9569","53200592","Server","vCenter","5.0","5.5","","5","","","yes","yes","Virtualization","Virtualization Management Software","0","3","53200592","53200592","9/19/2018","9/19/2018 12:00:00 AM","","","General Support (EIP)","","9/19/2013","9/19/2013 12:00:00 AM","","","","","","Technical Guidance (EIP)","","","9/19/2021","9/19/2021 12:00:00 AM","7932496990"
"53276498","SCCM","25231245","53276498","inSSIDer","","3.0","3.0","","3","","","yes","no","Utilities","Connectivity Tools","0","3","53276498","53276498","1/2014","1/1/2014 12:00:00 AM","","","Technical Support","","Not Available","10/1/2010 12:00:00 AM","Exact date unknown: a date range is provided","10/1/2010 12:00:00 AM","7/31/2013 12:00:00 AM","","","Technical Support","","","1/2014","1/1/2014 12:00:00 AM","7932496990"
"53278273","SCCM","26266654","53278273","Gpg4win","","2.0","2.2","","2","","","no","no","Security","Data Security and Encryption","0","1","53278273","53278273","Not Available","","","","Technical Support","Date in the past: exact date unknown","8/21/2013","8/21/2013 12:00:00 AM","","","","Date in the past: exact date unknown","","Technical Support","","","Not Available","","7932496990"
"53280052","SCCM","1663997","53280052","Spyhunter","","4.0","4.15","","4","","","yes","no","Security","Anti Virus and Malware","0","1","53280052","53280052","Not Available","","","","Technical Support","Limited: self-help support only: no specific date(s)","Not Available","","Date not published by vendor","","","Limited: self-help support only: no specific date(s)","","Technical Support","","","Not Available","","7932496990"
"53533052","SCCM","7365","53533052","LightSwitch","Visual Studio","12.0","12.0","","2013","","","no","no","Software Development","Application Architecture and Design","0","6","53533052","53533052","4/9/2019","4/9/2019 12:00:00 AM","","","Mainstream Support","","1/15/2014","1/15/2014 12:00:00 AM","","","","","","Extended Support","","","4/9/2024","4/9/2024 12:00:00 AM","7932496990"
"53536532","SCCM","19955966","53536532","OpenSSL","","0.9","0.9","","0.x","","","no","no","Utilities","Other Utilities","0","2","53536532","53536532","Not Available","","","","Open Source Support","Open-source support only: no specific date(s)","Not Available","","Date not published by vendor","","","Open-source support only: no specific date(s)","","Open Source Support","","","Not Available","","7932496990"
"53538233","SCCM","7365","53538233","Azure Tools for Microsoft Visual Studio","Windows","2.0","2.2","","2","","","no","no","Software Development","Application Architecture and Design","0","1","53538233","53538233","4/3/2017","4/3/2017 12:00:00 AM","","","Mainstream Support","","10/23/2013","10/23/2013 12:00:00 AM","","","","","","Extended Support","","","4/3/2017","4/3/2017 12:00:00 AM","7932496990"
"53556000","SCCM","9569","53556000","Update Manager","vSphere","5.0","5.5","","5","","Client","yes","no","IT Management","IT Asset Maintenance & Support","0","6","53556000","53556000","9/19/2018","9/19/2018 12:00:00 AM","","","General Support (EIP)","","9/22/2013","9/22/2013 12:00:00 AM","","","","","","Technical Guidance (EIP)","","","9/19/2020","9/19/2020 12:00:00 AM","7932496990"
"53556014","SCCM","9569","53556014","Update Manager","vSphere","5.0","5.5","","5","","Server","yes","no","IT Management","IT Asset Maintenance & Support","0","3","53556014","53556014","9/19/2018","9/19/2018 12:00:00 AM","","","General Support (EIP)","","9/22/2013","9/22/2013 12:00:00 AM","","","","","","Technical Guidance (EIP)","","","9/19/2020","9/19/2020 12:00:00 AM","7932496990"
"53573121","SCCM","7358822","53573121","Spybot - Search & Destroy","","2","2.1","","2","","","no","no","Security","Anti Virus and Malware","0","1","53573121","53573121","Not Available","","","","Technical Support","Limited: self-help support only: no specific date(s)","5/21/2013","5/21/2013 12:00:00 AM","","","","Limited: self-help support only: no specific date(s)","","Technical Support","","","Not Available","","7932496990"
"53578879","SCCM","6536","53578879","SQL virtual database","","2.0","2.0","","2","","","yes","no","Storage Management","Storage Resource Management","0","1","53578879","53578879","Not Available","1/1/1900 12:00:00 AM","","","Technical Support","Date in the past: exact date unknown","Not Available","","Date not published by vendor","","","Date in the past: exact date unknown","","Technical Support","","","Not Available","1/1/1900 12:00:00 AM","7932496990"
"53597724","SCCM","15706973","53597724","LoadUI","","2.0","2.6","","2","","","no","no","Software Development","Application Testing and QA","0","1","53597724","53597724","Not Available","","","","Technical Support","Limited: self-help support only: no specific date(s)","8/28/2013","8/28/2013 12:00:00 AM","","","","Limited: self-help support only: no specific date(s)","","Technical Support","","","Not Available","","7932496990"
"53643554","SCCM","1395177","53643554","Media Suite","","10.0","10.0","","10","","","yes","yes","Multimedia & Graphics","CD & DVD Recording","0","2","53643554","53643554","Not Available","","","","Technical Support","Limited: self-help support only: no specific date(s)","4/25/2012","4/25/2012 12:00:00 AM","","","","Limited: self-help support only: no specific date(s)","","Technical Support","","","Not Available","","7932496990"
"53665120","SCCM","8733755","53665120","PuTTY","","0.50","0.63","","0.x","","","no","no","Utilities","Connectivity Tools","0","10","53665120","53665120","Not Available","","","","Technical Support","Limited: self-help support only: no specific date(s)","8/6/2013","8/6/2013 12:00:00 AM","","","","Limited: self-help support only: no specific date(s)","","Technical Support","","","Not Available","","7932496990"
"53678196","SCCM","9569","53678196","Converter","vCenter","5.0","5.5","Standalone","5","","Client","no","no","Virtualization","Virtualization Management Software","0","2","53678196","53678196","10/22/2015","10/22/2015 12:00:00 AM","","","General Support (EAP)","","10/22/2013","10/22/2013 12:00:00 AM","","","","","","General Support (EAP)","","","10/22/2015","10/22/2015 12:00:00 AM","7932496990"
"53724035","SCCM","7365","53724035","Active Directory Migration Tool (ADMT)","","3.0","3.1","","3","","","no","no","Utilities","Other Utilities","0","1","53724035","53724035","Not Available","12/31/2999 12:00:00 AM","","","Mainstream Support","To be determined","7/9/2008","7/9/2008 12:00:00 AM","","","","To be determined","","Extended Support","","","Not Available","12/31/2999 12:00:00 AM","7932496990"
