"name","data_source","correlation_id","model_number","model_id_id","serial_number","memory","cpus","sys_domain","disks_size","manufacturer_id","data_token","is_deleted"
"BDNASC20540","SCCM","SCCM_SERIALSC20540BDNACORP\BDNASC20540","","","SERIALSC20540","16776756","4","BDNACORP","159.7","9569","7932496990","false"
"BDNASC20541","SCCM","SCCM_SERIALSC20541BDNACORP\BDNASC20541","","","SERIALSC20541","6291000","2","BDNACORP","109.9","9569","7932496990","false"
"BDNASC20543","SCCM","SCCM_SERIALSC20543BDNACORP\BDNASC20543","","","SERIALSC20543","33554432","2","BDNACORP","604.6","9569","7932496990","false"
"BDNASC20544","SCCM","SCCM_SERIALSC20544BDNACORP\BDNASC20544","","","SERIALSC20544","4193844","2","BDNACORP","109.7","9569","7932496990","false"
"BDNASC20548","SCCM","SCCM_SERIALSC20548BDNACORP\BDNASC20548","","","SERIALSC20548","4193844","2","BDNACORP","59.7","9569","7932496990","false"
"BDNASC20549","SCCM","SCCM_SERIALSC20549BDNACORP\BDNASC20549","","","SERIALSC20549","4193784","1","BDNACORP","84.9","9569","7932496990","false"
"BDNASC20550","SCCM","SCCM_SERIALSC20550BDNACORP\BDNASC20550","","","SERIALSC20550","16776756","2","BDNACORP","119.5","9569","7932496990","false"
"BDNASC20551","SCCM","SCCM_SERIALSC20551BDNACORP\BDNASC20551","","","SERIALSC20551","4193784","2","BDNACORP","109.9","9569","7932496990","false"
"BDNASC20554","SCCM","SCCM_SERIALSC20554BDNACORP\BDNASC20554","","","SERIALSC20554","8388148","1","BDNACORP","159.5","9569","7932496990","false"
"BDNASC20555","SCCM","SCCM_SERIALSC20555BDNACORP\BDNASC20555","","","SERIALSC20555","4193784","2","BDNACORP","79.9","9569","7932496990","false"
"BDNASC20556","SCCM","SCCM_SERIALSC20556BDNACORP\BDNASC20556","","","SERIALSC20556","4193844","1","BDNACORP","69.7","9569","7932496990","false"
"BDNASC20557","SCCM","SCCM_SERIALSC20557BDNACORP\BDNASC20557","","","SERIALSC20557","8388148","2","BDNACORP","119.7","9569","7932496990","false"
"BDNASC20558","SCCM","SCCM_SERIALSC20558BDNACORP\BDNASC20558","","","SERIALSC20558","8388088","2","BDNACORP","119.9","9569","7932496990","false"
"BDNASC20559","SCCM","SCCM_SERIALSC20559BDNACORP\BDNASC20559","","","SERIALSC20559","16776756","1","BDNACORP","59.7","9569","7932496990","false"
"BDNASC20560","SCCM","SCCM_SERIALSC20560BDNACORP\BDNASC20560","","","SERIALSC20560","4193844","1","BDNACORP","59.7","9569","7932496990","false"
"BDNASC20561","SCCM","SCCM_SERIALSC20561BDNACORP\BDNASC20561","","","SERIALSC20561","8388148","2","BDNACORP","109.5","9569","7932496990","false"
"BDNASC20562","SCCM","SCCM_SERIALSC20562BDNACORP\BDNASC20562","","","SERIALSC20562","4193844","2","BDNACORP","159.5","9569","7932496990","false"
"BDNASC20563","SCCM","SCCM_SERIALSC20563BDNACORP\BDNASC20563","","","SERIALSC20563","4193844","1","BDNACORP","59.7","9569","7932496990","false"
"BDNASC20564","SCCM","SCCM_SERIALSC20564BDNACORP\BDNASC20564","","","SERIALSC20564","4193844","1","BDNACORP","59.7","9569","7932496990","false"
"BDNASC20565","SCCM","SCCM_SERIALSC20565BDNACORP\BDNASC20565","","","SERIALSC20565","16776756","2","BDNACORP","159.7","9569","7932496990","false"
"BDNASC20566","SCCM","SCCM_SERIALSC20566BDNACORP\BDNASC20566","","","SERIALSC20566","16776756","2","BDNACORP","109.7","9569","7932496990","false"
"BDNASC20567","SCCM","SCCM_SERIALSC20567BDNACORP\BDNASC20567","","","SERIALSC20567","4193784","2","BDNACORP","109.9","9569","7932496990","false"
"BDNASC20569","SCCM","SCCM_SERIALSC20569BDNACORP\BDNASC20569","","","SERIALSC20569","8388088","2","BDNACORP","59.9","9569","7932496990","false"
"BDNASC20572","SCCM","SCCM_SERIALSC20572BDNACORP\BDNASC20572","","","SERIALSC20572","4193844","2","BDNACORP","79.7","9569","7932496990","false"
"BDNASC20573","SCCM","SCCM_SERIALSC20573BDNACORP\BDNASC20573","","","SERIALSC20573","4193784","2","BDNACORP","109.9","9569","7932496990","false"
"BDNASC20574","SCCM","SCCM_SERIALSC20574BDNACORP\BDNASC20574","","","SERIALSC20574","33553972","2","BDNACORP","159.7","9569","7932496990","false"
"BDNASC20577","SCCM","SCCM_SERIALSC20577BDNACORP\BDNASC20577","","","SERIALSC20577","8388088","2","BDNACORP","129.9","9569","7932496990","false"
"BDNASC20579","SCCM","SCCM_SERIALSC20579BDNACORP\BDNASC20579","","","SERIALSC20579","134217268","4","BDNACORP","1139.6","9569","7932496990","false"
"BDNASC20581","SCCM","SCCM_SERIALSC20581BDNACORP\BDNASC20581","","","SERIALSC20581","8388152","2","BDNACORP","299.9","9569","7932496990","false"
"BDNASC20582","SCCM","SCCM_SERIALSC20582BDNACORP\BDNASC20582","","","SERIALSC20582","16776756","2","BDNACORP","119.5","9569","7932496990","false"
"BDNASC20583","SCCM","SCCM_SERIALSC20583BDNACORP\BDNASC20583","","","SERIALSC20583","16776756","2","BDNACORP","119.5","9569","7932496990","false"
"BDNASC20584","SCCM","SCCM_SERIALSC20584BDNACORP\BDNASC20584","","","SERIALSC20584","4193784","2","BDNACORP","109.9","9569","7932496990","false"
"BDNASC20586","SCCM","SCCM_SERIALSC20586BDNACORP\BDNASC20586","","","SERIALSC20586","4193848","2","BDNACORP","79.9","9569","7932496990","false"
"BDNASC20587","SCCM","SCCM_SERIALSC20587BDNACORP\BDNASC20587","","","SERIALSC20587","4193784","2","BDNACORP","79.9","9569","7932496990","false"
"BDNASC20588","SCCM","SCCM_SERIALSC20588BDNACORP\BDNASC20588","","","SERIALSC20588","8388152","2","BDNACORP","119.9","9569","7932496990","false"
"BDNASC20590","SCCM","SCCM_SERIALSC20590BDNACORP\BDNASC20590","","","SERIALSC20590","4193848","2","BDNACORP","79.9","9569","7932496990","false"
"BDNASC20591","SCCM","SCCM_SERIALSC20591BDNACORP\BDNASC20591","","","SERIALSC20591","4193844","2","BDNACORP","99.7","9569","7932496990","false"
"BDNASC20594","SCCM","SCCM_SERIALSC20594BDNACORP\BDNASC20594","","","SERIALSC20594","33553972","4","BDNACORP","459.6","9569","7932496990","false"
"BDNASC20595","SCCM","SCCM_SERIALSC20595BDNACORP\BDNASC20595","","","SERIALSC20595","4193784","2","BDNACORP","79.9","9569","7932496990","false"
"BDNASC20597","SCCM","SCCM_SERIALSC20597BDNACORP\BDNASC20597","","","SERIALSC20597","16776756","4","BDNACORP","379.7","9569","7932496990","false"
"BDNASC20598","SCCM","SCCM_SERIALSC20598BDNACORP\BDNASC20598","","","SERIALSC20598","16776756","1","BDNACORP","109.7","9569","7932496990","false"
"BDNASC20601","SCCM","SCCM_SERIALSC20601BDNACORP\BDNASC20601","","","SERIALSC20601","4193784","2","BDNACORP","79.9","9569","7932496990","false"
"BDNASC20602","SCCM","SCCM_SERIALSC20602BDNACORP\BDNASC20602","","","SERIALSC20602","6291000","2","BDNACORP","109.9","9569","7932496990","false"
"BDNASC20603","SCCM","SCCM_SERIALSC20603BDNACORP\BDNASC20603","","","SERIALSC20603","16776696","1","BDNACORP","99.9","9569","7932496990","false"
"BDNASC20604","SCCM","SCCM_SERIALSC20604BDNACORP\BDNASC20604","","","SERIALSC20604","25165364","2","BDNACORP","564.1","9569","7932496990","false"
"BDNASC20605","SCCM","SCCM_SERIALSC20605BDNACORP\BDNASC20605","","","SERIALSC20605","8388148","2","BDNACORP","59.7","9569","7932496990","false"
"BDNASC20606","SCCM","SCCM_SERIALSC20606BDNACORP\BDNASC20606","","","SERIALSC20606","4193784","2","BDNACORP","109.9","9569","7932496990","false"
"BDNASC20607","SCCM","SCCM_SERIALSC20607BDNACORP\BDNASC20607","","","SERIALSC20607","8388148","2","BDNACORP","294.1","9569","7932496990","false"
"BDNASC20609","SCCM","SCCM_SERIALSC20609BDNACORP\BDNASC20609","","","SERIALSC20609","8388148","2","BDNACORP","859.5","9569","7932496990","false"
"BDNASC20611","SCCM","SCCM_SERIALSC20611BDNACORP\BDNASC20611","","","SERIALSC20611","4193784","2","BDNACORP","79.9","9569","7932496990","false"
"BDNASC20612","SCCM","SCCM_SERIALSC20612BDNACORP\BDNASC20612","","","SERIALSC20612","8388088","1","BDNACORP","339.9","9569","7932496990","false"
"BDNASC20613","SCCM","SCCM_SERIALSC20613BDNACORP\BDNASC20613","","","SERIALSC20613","8388088","2","BDNACORP","259.9","9569","7932496990","false"
"BDNASC20614","SCCM","SCCM_SERIALSC20614BDNACORP\BDNASC20614","","","SERIALSC20614","4193784","2","BDNACORP","79.9","9569","7932496990","false"
"BDNASC20615","SCCM","SCCM_SERIALSC20615BDNACORP\BDNASC20615","","","SERIALSC20615","8388152","2","BDNACORP","89.9","9569","7932496990","false"
"BDNASC20617","SCCM","SCCM_SERIALSC20617BDNACORP\BDNASC20617","","","SERIALSC20617","16776756","2","BDNACORP","59.7","9569","7932496990","false"
"BDNASC20620","SCCM","SCCM_SERIALSC20620BDNACORP\BDNASC20620","","","SERIALSC20620","4193848","2","BDNACORP","59.9","9569","7932496990","false"
"BDNASC20621","SCCM","SCCM_SERIALSC20621BDNACORP\BDNASC20621","","","SERIALSC20621","16776756","4","BDNACORP","159.7","9569","7932496990","false"
"BDNASC20622","SCCM","SCCM_SERIALSC20622BDNACORP\BDNASC20622","","","SERIALSC20622","8388148","8","BDNACORP","1059.6","9569","7932496990","false"
"BDNASC20623","SCCM","SCCM_SERIALSC20623BDNACORP\BDNASC20623","","","SERIALSC20623","33553972","2","BDNACORP","159.7","9569","7932496990","false"
"BDNASC20624","SCCM","SCCM_SERIALSC20624BDNACORP\BDNASC20624","","","SERIALSC20624","12582452","2","BDNACORP","119.5","9569","7932496990","false"
"BDNASC20625","SCCM","SCCM_SERIALSC20625BDNACORP\BDNASC20625","","","SERIALSC20625","4193844","2","BDNACORP","159.7","9569","7932496990","false"
"BDNASC20627","SCCM","SCCM_SERIALSC20627BDNACORP\BDNASC20627","","","SERIALSC20627","8388088","2","BDNACORP","59.9","9569","7932496990","false"
"BDNASC20628","SCCM","SCCM_SERIALSC20628BDNACORP\BDNASC20628","","","SERIALSC20628","4193784","2","BDNACORP","109.9","9569","7932496990","false"
"BDNASC20629","SCCM","SCCM_SERIALSC20629BDNACORP\BDNASC20629","","","SERIALSC20629","25165304","2","BDNACORP","644.9","9569","7932496990","false"
"BDNASC20631","SCCM","SCCM_SERIALSC20631BDNACORP\BDNASC20631","","","SERIALSC20631","12582392","2","BDNACORP","159.9","9569","7932496990","false"
"BDNASC20632","SCCM","SCCM_SERIALSC20632BDNACORP\BDNASC20632","","","SERIALSC20632","8388088","2","BDNACORP","159.9","9569","7932496990","false"
"BDNASC20633","SCCM","SCCM_SERIALSC20633BDNACORP\BDNASC20633","","","SERIALSC20633","4193848","2","BDNACORP","59.9","9569","7932496990","false"
"BDNASC20634","SCCM","SCCM_SERIALSC20634BDNACORP\BDNASC20634","","","SERIALSC20634","4193848","2","BDNACORP","79.9","9569","7932496990","false"
"BDNASC20635","SCCM","SCCM_SERIALSC20635BDNACORP\BDNASC20635","","","SERIALSC20635","4193844","2","BDNACORP","139.7","9569","7932496990","false"
"BDNASC20636","SCCM","SCCM_SERIALSC20636BDNACORP\BDNASC20636","","","SERIALSC20636","6291000","2","BDNACORP","109.9","9569","7932496990","false"
"BDNASC20848","SCCM","SCCM_SERIALSC20848BDNACORP\BDNASC20848","","","SERIALSC20848","16776756","2","BDNACORP","179.5","9569","7932496990","false"
"BDNASC20901","SCCM","SCCM_SERIALSC20901BDNACORP\BDNASC20901","","","SERIALSC20901","4193848","2","BDNACORP","59.9","9569","7932496990","false"
"BDNASC20906","SCCM","SCCM_SERIALSC20906BDNACORP\BDNASC20906","","","SERIALSC20906","4193784","2","BDNACORP","59.9","9569","7932496990","false"
"BDNASC20907","SCCM","SCCM_SERIALSC20907BDNACORP\BDNASC20907","","","SERIALSC20907","4193848","2","BDNACORP","69.9","9569","7932496990","false"
"BDNASC20908","SCCM","SCCM_SERIALSC20908BDNACORP\BDNASC20908","","","SERIALSC20908","4193848","2","BDNACORP","59.9","9569","7932496990","false"
"BDNASC20910","SCCM","SCCM_SERIALSC20910BDNACORP\BDNASC20910","","","SERIALSC20910","4193844","2","BDNACORP","59.7","9569","7932496990","false"
"BDNASC20918","SCCM","SCCM_SERIALSC20918BDNACORP\BDNASC20918","","","SERIALSC20918","33553912","2","BDNACORP","439.9","9569","7932496990","false"
"BDNASC20920","SCCM","SCCM_SERIALSC20920BDNACORP\BDNASC20920","","","SERIALSC20920","8388148","2","BDNACORP","139.4","9569","7932496990","false"
"BDNASC20921","SCCM","SCCM_SERIALSC20921BDNACORP\BDNASC20921","","","SERIALSC20921","8388148","2","BDNACORP","139.4","9569","7932496990","false"
"BDNASC20922","SCCM","SCCM_SERIALSC20922BDNACORP\BDNASC20922","","","SERIALSC20922","4193844","2","BDNACORP","59.7","9569","7932496990","false"
"BDNASC20938","SCCM","SCCM_SERIALSC20938BDNACORP\BDNASC20938","","","SERIALSC20938","4193848","2","BDNACORP","79.9","9569","7932496990","false"
"BDNASC20939","SCCM","SCCM_SERIALSC20939BDNACORP\BDNASC20939","","","SERIALSC20939","4193784","2","BDNACORP","119.9","9569","7932496990","false"
"BDNASC20942","SCCM","SCCM_SERIALSC20942BDNACORP\BDNASC20942","","","SERIALSC20942","33553912","4","BDNACORP","59.9","9569","7932496990","false"
"BDNASC20962","SCCM","SCCM_SERIALSC20962BDNACORP\BDNASC20962","","","SERIALSC20962","4193848","2","BDNACORP","439.9","9569","7932496990","false"
"BDNASC20963","SCCM","SCCM_SERIALSC20963BDNACORP\BDNASC20963","","","SERIALSC20963","8388148","2","BDNACORP","179.6","9569","7932496990","false"
"BDNASC20964","SCCM","SCCM_SERIALSC20964BDNACORP\BDNASC20964","","","SERIALSC20964","1047260","1","BDNACORP","50","9569","7932496990","false"
"BDNASC20972","SCCM","SCCM_SERIALSC20972BDNACORP\BDNASC20972","","","SERIALSC20972","6291000","2","BDNACORP","109.9","9569","7932496990","false"
"BDNASC20974","SCCM","SCCM_SERIALSC20974BDNACORP\BDNASC20974","","","SERIALSC20974","4192860","2","BDNACORP","40","9569","7932496990","false"
