"data_source","model_number","manufacturer_id","name","category","subcategory","hwid","CAT_HW_PRODUCT_ID","CAT_HW_MODEL_ID","hw_model_lc_id","introduction","introduction_date","introduction_exception","introduction_range_start","introduction_range_end","general_availability","general_availability_date","ga_exception","ga_range_start","ga_range_end","last_availability","last_availability_date","last_availability_exception","last_availability_range_start","last_availability_range_end","obsolete","obsolete_date","obsolete_exception","obsolete_range_start","obsolete_range_end","to_be_deleted","DELETE_REASON","data_token"
"SNOW","924e","4388","Total Access 900e Series IP Business Gateway","Network Equipment","Gateways","11997131030191","1199713","1030191","1030191","-","","Date not published by vendor","","","-","","Date not published by vendor","","","-","","Date not published by vendor","","","-","","Date not published by vendor","","","","","7932496990"
"SNOW","990 MT","442549357","OptiPlex","Computers","Desktops","10338177281033818406","1033817728","1033818406","1033818406","02/08/2011","2/8/2011 12:00:00 AM","","","","03/15/2011","3/15/2011 12:00:00 AM","","","","-","","Date not published by vendor","","","06/30/2018","6/30/2018 12:00:00 AM","","","","","","7932496990"
"SNOW","A53TA","16485","A53 Series","Computers","Notebooks","3361188033612172","33611880","33612172","33612172","-","","Date not published by vendor","","","-","","Date not published by vendor","","","-","","Date not published by vendor","","","-","","Date not published by vendor","","","","","7932496990"
"SNOW","C1100","442549357","PowerEdge","Computers","Servers","10338176601033818499","1033817660","1033818499","1033818499","03/24/2010","3/24/2010 12:00:00 AM","","","","03/24/2010","3/24/2010 12:00:00 AM","","","","-","","Date not published by vendor","","","-","","Date not published by vendor","","","","","7932496990"
"SNOW","C2100","442549357","PowerEdge","Computers","Servers","10338176601033818478","1033817660","1033818478","1033818478","03/24/2010","3/24/2010 12:00:00 AM","","","","03/24/2010","3/24/2010 12:00:00 AM","","","","-","","Date not published by vendor","","","-","","Date not published by vendor","","","","","7932496990"
"SNOW","C6100","442549357","PowerEdge","Computers","Servers","10338176601033818500","1033817660","1033818500","1033818500","03/24/2010","3/24/2010 12:00:00 AM","","","","03/24/2010","3/24/2010 12:00:00 AM","","","","-","","Date not published by vendor","","","-","","Date not published by vendor","","","","","7932496990"
"SNOW","DX4350-UR21P","6278","DX4350 Series","Computers","Desktops","1812667123303073","18126671","23303073","23303073","-","","Date not published by vendor","","","-","","Date not published by vendor","","","-","","Date not published by vendor","","","-","","Date not published by vendor","","","","","7932496990"
"SNOW","DX4860-UR10P","6278","DX4860 Series","Computers","Desktops","2330308325612604","23303083","25612604","25612604","-","","Date not published by vendor","","","-","","Date not published by vendor","","","-","","Date not published by vendor","","","-","","Date not published by vendor","","","","","7932496990"
"SNOW","DX4860-UR11P","6278","DX4860 Series","Computers","Desktops","2330308325612606","23303083","25612606","25612606","-","","Date not published by vendor","","","-","","Date not published by vendor","","","-","","Date not published by vendor","","","-","","Date not published by vendor","","","","","7932496990"
"SNOW","DX4860-UR32P","6278","DX4860 Series","Computers","Desktops","2330308324298132","23303083","24298132","24298132","-","","Date not published by vendor","","","-","","Date not published by vendor","","","-","","Date not published by vendor","","","-","","Date not published by vendor","","","","","7932496990"
"SNOW","G73SW","16485","G73 Series","Computers","Notebooks","1033316619884804","10333166","19884804","19884804","12/01/2010","12/1/2010 12:00:00 AM","","","","12/01/2010","12/1/2010 12:00:00 AM","Date in the past: exact date unknown","","","-","","Date not published by vendor","","","-","","Date not published by vendor","","","","","7932496990"
"SNOW","GX280","442549357","OptiPlex","Computers","Desktops","10338177281033818194","1033817728","1033818194","1033818194","06/21/2004","6/21/2004 12:00:00 AM","","","","06/30/2004","6/30/2004 12:00:00 AM","","","","11/01/2005","11/1/2005 12:00:00 AM","","","","12/31/2009","12/31/2009 12:00:00 AM","","","","","","7932496990"
"SNOW","L412Z (14z)","442549357","XPS (Notebook)","Computers","Notebooks","10338176561033818692","1033817656","1033818692","1033818692","10/24/2011","10/24/2011 12:00:00 AM","","","","11/01/2011","11/1/2011 12:00:00 AM","","","","-","","Date not published by vendor","","","-","","Date not published by vendor","","","","","7932496990"
"SNOW","M14x","442549357","Alienware Notebook","Computers","Notebooks","10338176421033820626","1033817642","1033820626","1033820626","04/19/2011","4/19/2011 12:00:00 AM","","","","04/19/2011","4/19/2011 12:00:00 AM","","","","-","","Date not published by vendor","","","-","","Date not published by vendor","","","","","7932496990"
"SNOW","M17x","442549357","Alienware Notebook","Computers","Notebooks","10338176421033820627","1033817642","1033820627","1033820627","11/19/2007","11/19/2007 12:00:00 AM","","","","01/01/2008","1/1/2008 12:00:00 AM","","","","-","","Date not published by vendor","","","-","","Date not published by vendor","","","","","7932496990"
"SNOW","M710HD","442549357","PowerEdge","Computers","Servers","10338176601033818537","1033817660","1033818537","1033818537","06/09/2010","6/9/2010 12:00:00 AM","","","","07/01/2010","7/1/2010 12:00:00 AM","","","","09/01/2012","9/1/2012 12:00:00 AM","","","","12/31/2017","12/31/2017 12:00:00 AM","","","","","","7932496990"
"SNOW","MC813LL/A","4611","iMac","Computers","Desktops","100020320585195","1000203","20585195","20585195","05/03/2011","5/3/2011 12:00:00 AM","","","","05/03/2011","5/3/2011 12:00:00 AM","","","","10/23/2012","10/23/2012 12:00:00 AM","","","","01/01/2019","1/1/2019 12:00:00 AM","","","","","","7932496990"
"SNOW","MC966LL/A","4611","MacBook Air","Computers","Notebooks","129070023440847","1290700","23440847","23440847","07/20/2011","7/20/2011 12:00:00 AM","","","","07/20/2011","7/20/2011 12:00:00 AM","Date not published by vendor","","","06/11/2012","6/11/2012 12:00:00 AM","","","","06/30/2017","6/30/2017 12:00:00 AM","","","","","","7932496990"
"SNOW","MD311LL/A","4611","MacBook Pro","Computers","Notebooks","109171224982406","1091712","24982406","24982406","10/24/2011","10/24/2011 12:00:00 AM","","","","10/24/2011","10/24/2011 12:00:00 AM","Date not published by vendor","","","06/11/2012","6/11/2012 12:00:00 AM","","","","06/30/2017","6/30/2017 12:00:00 AM","","","","","","7932496990"
"SNOW","MD318LL/A","4611","MacBook Pro","Computers","Notebooks","109171224982478","1091712","24982478","24982478","10/24/2011","10/24/2011 12:00:00 AM","","","","10/24/2011","10/24/2011 12:00:00 AM","Date not published by vendor","","","06/11/2012","6/11/2012 12:00:00 AM","","","","06/30/2017","6/30/2017 12:00:00 AM","","","","","","7932496990"
"SNOW","MD322LL/A","4611","MacBook Pro","Computers","Notebooks","109171224982479","1091712","24982479","24982479","10/24/2011","10/24/2011 12:00:00 AM","","","","10/24/2011","10/24/2011 12:00:00 AM","Date not published by vendor","","","06/11/2012","6/11/2012 12:00:00 AM","","","","06/30/2017","6/30/2017 12:00:00 AM","","","","","","7932496990"
"SNOW","R835-P81","16549","Toshiba Portege R835 Series","Computers","Notebooks","11080637751108067927","1108063775","1108067927","1108067927","03/01/2011","3/1/2011 12:00:00 AM","","","","03/01/2011","3/1/2011 12:00:00 AM","Date not published by vendor","","","-","","Date not published by vendor","","","-","","Date not published by vendor","","","","","7932496990"
"SNOW","T110 II","442549357","PowerEdge","Computers","Servers","10338176601033818469","1033817660","1033818469","1033818469","04/14/2011","4/14/2011 12:00:00 AM","","","","04/14/2011","4/14/2011 12:00:00 AM","","","","-","","Date not published by vendor","","","-","","Date not published by vendor","","","","","7932496990"
"SNOW","T1600","442549357","Precision","Computers","Workstations","10338176921033819503","1033817692","1033819503","1033819503","02/08/2011","2/8/2011 12:00:00 AM","","","","02/08/2011","2/8/2011 12:00:00 AM","Date not published by vendor","","","-","","Date not published by vendor","","","-","","Date not published by vendor","","","","","7932496990"
"SNOW","T3500","442549357","Precision","Computers","Workstations","10338176921033819536","1033817692","1033819536","1033819536","03/25/2009","3/25/2009 12:00:00 AM","","","","03/26/2009","3/26/2009 12:00:00 AM","","","","10/01/2014","10/1/2014 12:00:00 AM","","","","12/31/2015","12/31/2015 12:00:00 AM","","","","","","7932496990"
"SNOW","T410","442549357","PowerEdge","Computers","Servers","10338176601033818604","1033817660","1033818604","1033818604","03/30/2009","3/30/2009 12:00:00 AM","","","","03/30/2009","3/30/2009 12:00:00 AM","","","","09/01/2012","9/1/2012 12:00:00 AM","","","","01/31/2018","1/31/2018 12:00:00 AM","","","","","","7932496990"
"SNOW","T5500","442549357","Precision","Computers","Workstations","10338176921033819567","1033817692","1033819567","1033819567","03/25/2009","3/25/2009 12:00:00 AM","","","","03/26/2009","3/26/2009 12:00:00 AM","","","","-","","Date not published by vendor","","","12/31/2016","12/31/2016 12:00:00 AM","","","","","","7932496990"
"SNOW","T610","442549357","PowerEdge","Computers","Servers","10338176601033818510","1033817660","1033818510","1033818510","03/30/2009","3/30/2009 12:00:00 AM","","","","03/30/2009","3/30/2009 12:00:00 AM","","","","09/01/2012","9/1/2012 12:00:00 AM","","","","03/31/2018","3/31/2018 12:00:00 AM","","","","","","7932496990"
"SNOW","T710","442549357","PowerEdge","Computers","Servers","10338176601033818618","1033817660","1033818618","1033818618","03/30/2009","3/30/2009 12:00:00 AM","","","","03/30/2009","3/30/2009 12:00:00 AM","","","","-","","Date not published by vendor","","","09/01/2012","9/1/2012 12:00:00 AM","","","","","","7932496990"
"SNOW","VPC-F221FX/B","964465","VAIO F Series Notebook PC","Computers","Notebooks","111149423115900","1111494","23115900","23115900","01/05/2011","1/5/2011 12:00:00 AM","","","","02/01/2011","2/1/2011 12:00:00 AM","","","","-","","Date not published by vendor","","","-","","Date not published by vendor","","","","","7932496990"
"SNOW","VPC-SA3AFX/BI","964465","VAIO SA Series Notebook PC","Computers","Notebooks","2311564924303794","23115649","24303794","24303794","08/31/2011","8/31/2011 12:00:00 AM","","","","08/31/2011","8/31/2011 12:00:00 AM","Date not published by vendor","","","-","","Date not published by vendor","","","-","","Date not published by vendor","","","","","7932496990"
"SNOW","VPC-SA3AGX/BI","964465","VAIO SA Series Notebook PC","Computers","Notebooks","2311564924303802","23115649","24303802","24303802","08/31/2011","8/31/2011 12:00:00 AM","","","","08/31/2011","8/31/2011 12:00:00 AM","Date not published by vendor","","","-","","Date not published by vendor","","","-","","Date not published by vendor","","","","","7932496990"
"SNOW","VPC-Z212GX/B","964465","VAIO Z Series Notebook PC","Computers","Notebooks","163542530255290","1635425","30255290","30255290","06/28/2011","6/28/2011 12:00:00 AM","","","","06/28/2011","6/28/2011 12:00:00 AM","Exact date unknown: a date range is provided","6/28/2011 12:00:00 AM","12/31/2012 12:00:00 AM","12/31/2012","12/31/2012 12:00:00 AM","","","","-","","Date not published by vendor","","","","","7932496990"
"SNOW","ZX4351-UR20P","6278","ZX4351 Series","Computers","Desktops","1812667523303099","18126675","23303099","23303099","-","","Date not published by vendor","","","-","","Date not published by vendor","","","-","","Date not published by vendor","","","-","","Date not published by vendor","","","","","7932496990"
"SNOW","ZX6971-UR31P","6278","ZX6971 Series","Computers","Desktops","2429814224298147","24298142","24298147","24298147","-","","Date not published by vendor","","","-","","Date not published by vendor","","","-","","Date not published by vendor","","","-","","Date not published by vendor","","","","","7932496990"
